filename;short_id;date2;rhino;species;sample_type;rhino_sex;rhino_origin;rhino_age;sample_id;days_boma;dw;day_exp;dung_rhino;dung_sex;dung_origin;pairing_sex;pairing_origin;pairing_id
NdBi16;NdBi16;15/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-50;50;6.996;16;Billie;f;Thanda;ff;So_Th;Ndl_Bill
NdBi17;NdBi17;16/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-51;51;6.235;17;Billie;f;Thanda;ff;So_Th;Ndl_Bill
NdBi18;NdBi18;17/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-52;52;9.48;18;Billie;f;Thanda;ff;So_Th;Ndl_Bill
NdJo7;NdJo7;6/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-41;41;8.905;7;Joko;f;Ithala;ff;So_It;Ndl_Joko
NdJo8;NdJo8;7/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-42;42;10.217;8;Joko;f;Ithala;ff;So_It;Ndl_Joko
NdJo9;NdJo9;8/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-43;43;8.521;9;Joko;f;Ithala;ff;So_It;Ndl_Joko
NdNs4;NdNs4;3/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-38;38;8.377;4;Nsele;m;Ithala;fm;So_It;Ndl_Nsel
NdNs5;NdNs5;4/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-39;39;10.146;5;Nsele;m;Ithala;fm;So_It;Ndl_Nsel
NdNs6;NdNs6;5/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-40;40;8.417;6;Nsele;m;Ithala;fm;So_It;Ndl_Nsel
NdQa10;NdQa10;9/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-44;44;8.657;10;Qaphela;f;Ithala;ff;So_It;Ndl_Qaph
NdQa11;NdQa11;10/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-45;45;8.971;11;Qaphela;f;Ithala;ff;So_It;Ndl_Qaph
NdQa12;NdQa12;11/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-46;46;9.442;12;Qaphela;f;Ithala;ff;So_It;Ndl_Qaph
NdSo13;NdSo13;12/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-47;47;10.041;13;Somiso;m;Ithala;fm;So_It;Ndl_Somi
NdSo14;NdSo14;13/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-48;48;8.801;14;Somiso;m;Ithala;fm;So_It;Ndl_Somi
NdSo15;NdSo15;14/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-49;49;8.162;15;Somiso;m;Ithala;fm;So_It;Ndl_Somi
NdTh1;NdTh1;31/7/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-35;35;9.313;1;TheRock;m;Thanda;fm;So_Th;Ndl_TheR
NdTh2;NdTh2;1/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-36;36;9.152;2;TheRock;m;Thanda;fm;So_Th;Ndl_TheR
NdTh3;NdTh3;2/8/2024;Ndlebe;Diceros_bicornis;Experiment;f;Somkhanda;8;SKBF50-37;37;8.694;3;TheRock;m;Thanda;fm;So_Th;Ndl_TheR
Ns1;Ns1;12/7/2024;Nsele;Diceros_bicornis;Baseline;m;Ithala;6;I150-18;18;8.582;;;;;;;
Ns10;Ns10;23/8/2024;Nsele;Diceros_bicornis;Baseline_2;m;Ithala;6;I150-60;60;8.657;;;;;;;
Ns11;Ns11;24/8/2024;Nsele;Diceros_bicornis;Baseline_2;m;Ithala;6;I150-61;61;11.816;;;;;;;
Ns2;Ns2;13/7/2024;Nsele;Diceros_bicornis;Baseline;m;Ithala;6;I150-19;19;8.438;;;;;;;
Ns3;Ns3;15/7/2024;Nsele;Diceros_bicornis;Baseline;m;Ithala;6;I150-21;21;8.564;;;;;;;
Ns4;Ns4;17/7/2024;Nsele;Diceros_bicornis;Baseline;m;Ithala;6;I150-23;23;9.694;;;;;;;
Ns5;Ns5;20/7/2024;Nsele;Diceros_bicornis;Baseline;m;Ithala;6;I150-26;26;8.217;;;;;;;
Ns6;Ns6;22/7/2024;Nsele;Diceros_bicornis;Baseline;m;Ithala;6;I150-28;28;8.853;;;;;;;
Ns7;Ns7;20/8/2024;Nsele;Diceros_bicornis;Baseline_2;m;Ithala;6;I150-57;57;8.991;;;;;;;
Ns8;Ns8;21/8/2024;Nsele;Diceros_bicornis;Baseline_2;m;Ithala;6;I150-58;58;8.059;;;;;;;
Ns9;Ns9;22/8/2024;Nsele;Diceros_bicornis;Baseline_2;m;Ithala;6;I150-59;59;6.948;;;;;;;
NsBi16;NsBi16;15/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-52;52;6.216;16;Billie;f;Thanda;mf;It_Th;Nse_Bill
NsBi17;NsBi17;16/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-53;53;7.446;17;Billie;f;Thanda;mf;It_Th;Nse_Bill
NsBi18;NsBi18;17/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-54;54;7.688;18;Billie;f;Thanda;mf;It_Th;Nse_Bill
NsFa10;NsFa10;9/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-46;46;7.892;10;FatAmy;f;Manyoni;mf;It_Ma;Nse_FatA
NsFa11;NsFa11;10/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-47;47;8.963;11;FatAmy;f;Manyoni;mf;It_Ma;Nse_FatA
NsFa12;NsFa12;11/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-48;48;9.064;12;FatAmy;f;Manyoni;mf;It_Ma;Nse_FatA
NsMs13;NsMs13;12/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-49;49;9.006;13;Mshanelo;m;Ithala;mm;It_It;Nse_Msha
NsMs14;NsMs14;13/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-50;50;9.499;14;Mshanelo;m;Ithala;mm;It_It;Nse_Msha
NsMs15;NsMs15;14/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-51;51;6.239;15;Mshanelo;m;Ithala;mm;It_It;Nse_Msha
NsQa4;NsQa4;3/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-40;40;7.764;4;Qaphela;f;Ithala;mf;It_It;Nse_Qaph
NsQa5;NsQa5;4/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-41;41;7.685;5;Qaphela;f;Ithala;mf;It_It;Nse_Qaph
NsQa6;NsQa6;5/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-42;42;8.633;6;Qaphela;f;Ithala;mf;It_It;Nse_Qaph
NsSo1;NsSo1;31/7/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-37;37;8.832;1;Somiso;m;Ithala;mm;It_It;Nse_Somi
NsSo2;NsSo2;1/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-38;38;8.409;2;Somiso;m;Ithala;mm;It_It;Nse_Somi
NsSo3;NsSo3;2/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-39;39;8.738;3;Somiso;m;Ithala;mm;It_It;Nse_Somi
NsTh7;NsTh7;6/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-43;43;8.357;7;TheRock;m;Thanda;mm;It_Th;Nse_TheR
NsTh8;NsTh8;7/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-44;44;10.435;8;TheRock;m;Thanda;mm;It_Th;Nse_TheR
NsTh9;NsTh9;8/8/2024;Nsele;Diceros_bicornis;Experiment;m;Ithala;6;I150-45;45;8.322;9;TheRock;m;Thanda;mm;It_Th;Nse_TheR
Pe1;Pe1;;Pellet;Pellet;Plants;;;;Pe_1;;26.098;;;;;;;
Qa1;Qa1;13/7/2024;Qaphela;Diceros_bicornis;Baseline;f;Ithala;4;I164-20;20;8.577;;;;;;;
Qa2;Qa2;15/7/2024;Qaphela;Diceros_bicornis;Baseline;f;Ithala;4;I164-22;22;10.214;;;;;;;
Qa3;Qa3;17/7/2024;Qaphela;Diceros_bicornis;Baseline;f;Ithala;4;I164-24;24;9.926;;;;;;;
Qa4;Qa4;20/7/2024;Qaphela;Diceros_bicornis;Baseline;f;Ithala;4;I164-27;27;8.34;;;;;;;
Qa5;Qa5;22/7/2024;Qaphela;Diceros_bicornis;Baseline;f;Ithala;4;I164-29;29;8.061;;;;;;;
Qa6;Qa6;19/8/2024;Qaphela;Diceros_bicornis;Baseline_2;f;Ithala;4;I164-57;57;12.877;;;;;;;
Qa7;Qa7;23/8/2024;Qaphela;Diceros_bicornis;Baseline_2;f;Ithala;4;I164-61;61;11.272;;;;;;;
QaBi1;QaBi1;31/7/2024;Qaphela;Diceros_bicornis;Experiment;f;Ithala;4;I164-38;38;9.755;1;Billie;f;Thanda;ff;It_Th;Qap_Bill
QaBi2;QaBi2;1/8/2024;Qaphela;Diceros_bicornis;Experiment;f;Ithala;4;I164-39;39;9.286;2;Billie;f;Thanda;ff;It_Th;Qap_Bill
QaBi3;QaBi3;2/8/2024;Qaphela;Diceros_bicornis;Experiment;f;Ithala;4;I164-40;40;10.781;3;Billie;f;Thanda;ff;It_Th;Qap_Bill
QaJo13;QaJo13;12/8/2024;Qaphela;Diceros_bicornis;Experiment;f;Ithala;4;I164-50;50;8.256;13;Joko;f;Ithala;ff;It_It;Qap_Joko
QaJo14;QaJo14;13/8/2024;Qaphela;Diceros_bicornis;Experiment;f;Ithala;4;I164-51;51;10.032;14;Joko;f;Ithala;ff;It_It;Qap_Joko
QaJo15;QaJo15;14/8/2024;Qaphela;Diceros_bicornis;Experiment;f;Ithala;4;I164-52;52;6.255;15;Joko;f;Ithala;ff;It_It;Qap_Joko
QaMp16;QaMp16;15/8/2024;Qaphela;Diceros_bicornis;Experiment;f;Ithala;4;I164-53;53;7.85;16;Mpilo;m;Mpilo;fm;It_Mp;Qap_Mpil
QaNd7;QaNd7;6/8/2024;Qaphela;Diceros_bicornis;Experiment;f;Ithala;4;I164-44;44;8.71;7;Ndlebe;f;Somkhanda;ff;It_So;Qap_Ndle
QaNd8;QaNd8;7/8/2024;Qaphela;Diceros_bicornis;Experiment;f;Ithala;4;I164-45;45;9.874;8;Ndlebe;f;Somkhanda;ff;It_So;Qap_Ndle
QaNd9;QaNd9;8/8/2024;Qaphela;Diceros_bicornis;Experiment;f;Ithala;4;I164-46;46;9.933;9;Ndlebe;f;Somkhanda;ff;It_So;Qap_Ndle
QaNs4;QaNs4;3/8/2024;Qaphela;Diceros_bicornis;Experiment;f;Ithala;4;I164-41;41;8.999;4;Nsele;m;Ithala;fm;It_It;Qap_Nsel
QaNs5;QaNs5;4/8/2024;Qaphela;Diceros_bicornis;Experiment;f;Ithala;4;I164-42;42;8.467;5;Nsele;m;Ithala;fm;It_It;Qap_Nsel
QaNs6;QaNs6;5/8/2024;Qaphela;Diceros_bicornis;Experiment;f;Ithala;4;I164-43;43;8.21;6;Nsele;m;Ithala;fm;It_It;Qap_Nsel
QaTh10;QaTh10;9/8/2024;Qaphela;Diceros_bicornis;Experiment;f;Ithala;4;I164-47;47;9.333;10;TheRock;m;Thanda;fm;It_Th;Qap_TheR
QaTh11;QaTh11;10/8/2024;Qaphela;Diceros_bicornis;Experiment;f;Ithala;4;I164-48;48;11.712;11;TheRock;m;Thanda;fm;It_Th;Qap_TheR
QaTh12;QaTh12;11/8/2024;Qaphela;Diceros_bicornis;Experiment;f;Ithala;4;I164-49;49;8.598;12;TheRock;m;Thanda;fm;It_Th;Qap_TheR
So1;So1;13/7/2024;Somiso;Diceros_bicornis;Baseline;m;Ithala;6;I155-19;19;10.684;;;;;;;
So10;So10;24/8/2024;Somiso;Diceros_bicornis;Baseline_2;m;Ithala;6;I155-61;61;13.506;;;;;;;
So2;So2;15/7/2024;Somiso;Diceros_bicornis;Baseline;m;Ithala;6;I155-21;21;8.862;;;;;;;
So3;So3;17/7/2024;Somiso;Diceros_bicornis;Baseline;m;Ithala;6;I155-23;23;9.797;;;;;;;
So4;So4;20/7/2024;Somiso;Diceros_bicornis;Baseline;m;Ithala;6;I155-26;26;7.668;;;;;;;
So5;So5;22/7/2024;Somiso;Diceros_bicornis;Baseline;m;Ithala;6;I155-28;28;10.93;;;;;;;
So6;So6;20/8/2024;Somiso;Diceros_bicornis;Baseline_2;m;Ithala;6;I155-57;57;11.094;;;;;;;
So7;So7;21/8/2024;Somiso;Diceros_bicornis;Baseline_2;m;Ithala;6;I155-58;58;7.139;;;;;;;
So8;So8;22/8/2024;Somiso;Diceros_bicornis;Baseline_2;m;Ithala;6;I155-59;59;9.024;;;;;;;
So9;So9;23/8/2024;Somiso;Diceros_bicornis;Baseline_2;m;Ithala;6;I155-60;60;9.761;;;;;;;
SoFa13;SoFa13;12/8/2024;Somiso;Diceros_bicornis;Experiment;m;Ithala;6;I155-49;49;11.219;13;FatAmy;f;Manyoni;mf;It_Ma;Som_FatA
SoFa14;SoFa14;13/8/2024;Somiso;Diceros_bicornis;Experiment;m;Ithala;6;I155-50;50;8.508;14;FatAmy;f;Manyoni;mf;It_Ma;Som_FatA
SoFa15;SoFa15;14/8/2024;Somiso;Diceros_bicornis;Experiment;m;Ithala;6;I155-52;51;7.923;15;FatAmy;f;Manyoni;mf;It_Ma;Som_FatA
SoJo10;SoJo10;9/8/2024;Somiso;Diceros_bicornis;Experiment;m;Ithala;6;I155-46;46;7.88;10;Joko;f;Ithala;mf;It_It;Som_Joko
SoJo11;SoJo11;10/8/2024;Somiso;Diceros_bicornis;Experiment;m;Ithala;6;I155-47;47;9.295;11;Joko;f;Ithala;mf;It_It;Som_Joko
SoJo12;SoJo12;11/8/2024;Somiso;Diceros_bicornis;Experiment;m;Ithala;6;I155-48;48;9.687;12;Joko;f;Ithala;mf;It_It;Som_Joko
SoMp4;SoMp4;3/8/2024;Somiso;Diceros_bicornis;Experiment;m;Ithala;6;I155-40;40;8.235;4;Mpilo;m;Mpilo;mm;It_Mp;Som_Mpil
SoMp5;SoMp5;4/8/2024;Somiso;Diceros_bicornis;Experiment;m;Ithala;6;I155-41;41;9.398;5;Mpilo;m;Mpilo;mm;It_Mp;Som_Mpil
SoMp6;SoMp6;5/8/2024;Somiso;Diceros_bicornis;Experiment;m;Ithala;6;I155-42;42;8.819;6;Mpilo;m;Mpilo;mm;It_Mp;Som_Mpil
SoMs7;SoMs7;6/8/2024;Somiso;Diceros_bicornis;Experiment;m;Ithala;6;I155-43;43;9.007;7;Mshanelo;m;Ithala;mm;It_It;Som_Msha
SoMs8;SoMs8;7/8/2024;Somiso;Diceros_bicornis;Experiment;m;Ithala;6;I155-44;44;9.774;8;Mshanelo;m;Ithala;mm;It_It;Som_Msha
SoMs9;SoMs9;8/8/2024;Somiso;Diceros_bicornis;Experiment;m;Ithala;6;I155-45;45;8.295;9;Mshanelo;m;Ithala;mm;It_It;Som_Msha
SoNd1;SoNd1;31/7/2024;Somiso;Diceros_bicornis;Experiment;m;Ithala;6;I155-37;37;9.226;1;Ndlebe;f;Somkhanda;mf;It_So;Som_Ndle
SoNd2;SoNd2;1/8/2024;Somiso;Diceros_bicornis;Experiment;m;Ithala;6;I155-38;38;9.526;2;Ndlebe;f;Somkhanda;mf;It_So;Som_Ndle
SoNd3;SoNd3;2/8/2024;Somiso;Diceros_bicornis;Experiment;m;Ithala;6;I155-39;39;9.468;3;Ndlebe;f;Somkhanda;mf;It_So;Som_Ndle
SoTh16;SoTh16;15/8/2024;Somiso;Diceros_bicornis;Experiment;m;Ithala;6;I155-53;52;5.697;16;TheRock;m;Thanda;mm;It_Th;Som_TheR
SoTh17;SoTh17;16/8/2024;Somiso;Diceros_bicornis;Experiment;m;Ithala;6;I155-53;53;7.503;17;TheRock;m;Thanda;mm;It_Th;Som_TheR
SoTh18;SoTh18;17/8/2024;Somiso;Diceros_bicornis;Experiment;m;Ithala;6;I155-54;54;7.874;18;TheRock;m;Thanda;mm;It_Th;Som_TheR
T1;T1;5/8/2024;Spirostachis_africana;Spirostachis_africana;Plants;;;;Tamb-01;;4.832;;;;;;;
T2;T2;6/8/2024;Spirostachis_africana;Spirostachis_africana;Plants;;;;Tamb-02;;4.159;;;;;;;
T3;T3;7/8/2024;Spirostachis_africana;Spirostachis_africana;Plants;;;;Tamb-03;;5.776;;;;;;;
T4;T4;8/8/2024;Spirostachis_africana;Spirostachis_africana;Plants;;;;Tamb-04;;4.614;;;;;;;
T5;T5;14/8/2024;Spirostachis_africana;Spirostachis_africana;Plants;;;;Tamb-05;;4.287;;;;;;;
Th1;Th1;13/7/2024;TheRock;Diceros_bicornis;Baseline;m;Thanda;6;B192-11;11;10.815;;;;;;;
Th10;Th10;25/8/2024;TheRock;Diceros_bicornis;Baseline_2;m;Thanda;6;B192-54;54;10.76;;;;;;;
Th2;Th2;16/7/2024;TheRock;Diceros_bicornis;Baseline;m;Thanda;6;B192-14;14;10.895;;;;;;;
Th3;Th3;19/7/2024;TheRock;Diceros_bicornis;Baseline;m;Thanda;6;B192-17;17;8.791;;;;;;;
Th4;Th4;21/7/2024;TheRock;Diceros_bicornis;Baseline;m;Thanda;6;B192-19;19;9.749;;;;;;;
Th5;Th5;23/7/2024;TheRock;Diceros_bicornis;Baseline;m;Thanda;6;B192-21;21;10.233;;;;;;;
Th6;Th6;20/8/2024;TheRock;Diceros_bicornis;Baseline_2;m;Thanda;6;B192-49;49;12.214;;;;;;;
Th7;Th7;22/8/2024;TheRock;Diceros_bicornis;Baseline_2;m;Thanda;6;B192-51;51;13.15;;;;;;;
Th8;Th8;23/8/2024;TheRock;Diceros_bicornis;Baseline_2;m;Thanda;6;B192-52;52;9.815;;;;;;;
Th9;Th9;24/8/2024;TheRock;Diceros_bicornis;Baseline_2;m;Thanda;6;B192-53;53;14.13;;;;;;;
ThBi4;ThBi4;3/8/2024;TheRock;Diceros_bicornis;Experiment;m;Thanda;6;B192-32;32;8.012;4;Billie;f;Thanda;mf;Th_Th;The_Bill
ThBi5;ThBi5;4/8/2024;TheRock;Diceros_bicornis;Experiment;m;Thanda;6;B192-33;33;10.306;5;Billie;f;Thanda;mf;Th_Th;The_Bill
ThBi6;ThBi6;5/8/2024;TheRock;Diceros_bicornis;Experiment;m;Thanda;6;B192-34;34;9.965;6;Billie;f;Thanda;mf;Th_Th;The_Bill
ThMa7;ThMa7;6/8/2024;TheRock;Diceros_bicornis;Experiment;m;Thanda;6;B192-35;35;8.856;7;Mafukuzela;f;Ithala;mf;Th_It;The_Mafu
ThMa8;ThMa8;7/8/2024;TheRock;Diceros_bicornis;Experiment;m;Thanda;6;B192-36;36;9.109;8;Mafukuzela;f;Ithala;mf;Th_It;The_Mafu
ThMa9;ThMa9;8/8/2024;TheRock;Diceros_bicornis;Experiment;m;Thanda;6;B192-37;37;9.263;9;Mafukuzela;f;Ithala;mf;Th_It;The_Mafu
ThMp10;ThMp10;9/8/2024;TheRock;Diceros_bicornis;Experiment;m;Thanda;6;B192-38;38;9.768;10;Mpilo;m;Mpilo;mm;Th_Mp;The_Mpil
ThMp11;ThMp11;10/8/2024;TheRock;Diceros_bicornis;Experiment;m;Thanda;6;B192-39;39;10.503;11;Mpilo;m;Mpilo;mm;Th_Mp;The_Mpil
ThMp12;ThMp12;11/8/2024;TheRock;Diceros_bicornis;Experiment;m;Thanda;6;B192-40;40;9.514;12;Mpilo;m;Mpilo;mm;Th_Mp;The_Mpil
ThMs1;ThMs1;31/7/2024;TheRock;Diceros_bicornis;Experiment;m;Thanda;6;B192-29;29;8.94;1;Mshanelo;m;Ithala;mm;Th_It;The_Msha
ThMs2;ThMs2;1/8/2024;TheRock;Diceros_bicornis;Experiment;m;Thanda;6;B192-30;30;8.694;2;Mshanelo;m;Ithala;mm;Th_It;The_Msha
ThMs3;ThMs3;2/8/2024;TheRock;Diceros_bicornis;Experiment;m;Thanda;6;B192-31;31;10.041;3;Mshanelo;m;Ithala;mm;Th_It;The_Msha
ThNd16;ThNd16;15/8/2024;TheRock;Diceros_bicornis;Experiment;m;Thanda;6;B192-44;44;7.094;16;Ndlebe;f;Somkhanda;mf;Th_So;The_Ndle
ThNd17;ThNd17;16/8/2024;TheRock;Diceros_bicornis;Experiment;m;Thanda;6;B192-45;45;6.953;17;Ndlebe;f;Somkhanda;mf;Th_So;The_Ndle
ThNd18;ThNd18;17/8/2024;TheRock;Diceros_bicornis;Experiment;m;Thanda;6;B192-46;46;8.543;18;Ndlebe;f;Somkhanda;mf;Th_So;The_Ndle
ThNs13;ThNs13;12/8/2024;TheRock;Diceros_bicornis;Experiment;m;Thanda;6;B192-41;41;10.506;13;Nsele;m;Ithala;mm;Th_It;The_Nsel
ThNs14;ThNs14;13/8/2024;TheRock;Diceros_bicornis;Experiment;m;Thanda;6;B192-42;42;8.583;14;Nsele;m;Ithala;mm;Th_It;The_Nsel
ThNs15;ThNs15;14/8/2024;TheRock;Diceros_bicornis;Experiment;m;Thanda;6;B192-43;43;5.893;15;Nsele;m;Ithala;mm;Th_It;The_Nsel
