row ID,row m/z,row retention time,Bi8.CDF Peak area,Bi5.CDF Peak area,BiJo11.CDF Peak area,BiJo10.CDF Peak area,Bi9.CDF Peak area,Bi1.CDF Peak area,Bi6.CDF Peak area,Dichloro.CDF Peak area,Bi4.CDF Peak area,Bi2.CDF Peak area,DichloNa.CDF Peak area,Bi7.CDF Peak area,Bi3.CDF Peak area,Bi10.CDF Peak area,BiNd3.CDF Peak area,BiNd2.CDF Peak area,BiMs8.CDF Peak area,Ec2.CDF Peak area,BiMs9.CDF Peak area,BiNd1.CDF Peak area,BiNs13.CDF Peak area,BiJo12.CDF Peak area,BiSo4.CDF Peak area,BiMs7.CDF Peak area,Ec1.CDF Peak area,BiSo6.CDF Peak area,BiNs14.CDF Peak area,BiMa17.CDF Peak area,Ec4.CDF Peak area,Eu2.CDF Peak area,Ec3.CDF Peak area,BiSo5.CDF Peak area,Eu3.CDF Peak area,Fa9.CDF Peak area,Fa4.CDF Peak area,BiMa16.CDF Peak area,Ec5.CDF Peak area,Fa6.CDF Peak area,BiMa18.CDF Peak area,FaMa6.CDF Peak area,Fa8.CDF Peak area,FaMp3.CDF Peak area,FaMa4.CDF Peak area,FaBi11.CDF Peak area,Fa10.CDF Peak area,Eu1.CDF Peak area,FaNs7.CDF Peak area,Fa2.CDF Peak area,Fa5.CDF Peak area,FaBi10.CDF Peak area,Fa7.CDF Peak area,FaMp2.CDF Peak area,FaNs8.CDF Peak area,FaNs9.CDF Peak area,Fa3.CDF Peak area,FaMa5.CDF Peak area,FaQa15.CDF Peak area,Fa1.CDF Peak area,FaQa14.CDF Peak area,Jo7.CDF Peak area,G1.CDF Peak area,FaBi12.CDF Peak area,FaSo16.CDF Peak area,Jo1.CDF Peak area,FaSo17.CDF Peak area,Jo6.CDF Peak area,G2.CDF Peak area,JoFa10.CDF Peak area,FaMp1.CDF Peak area,JoMa1.CDF Peak area,Jo4.CDF Peak area,Jo5.CDF Peak area,FaQa13.CDF Peak area,JoMa3.CDF Peak area,Jo3.CDF Peak area,JoFa12.CDF Peak area,FaSo18.CDF Peak area,G4.CDF Peak area,Jo8.CDF Peak area,Jo9.CDF Peak area,JoMp9.CDF Peak area,JoMp8.CDF Peak area,JoMp7.CDF Peak area,JoMs16.CDF Peak area,JoMa2.CDF Peak area,G3.CDF Peak area,Jo10.CDF Peak area,JoQa5.CDF Peak area,JoFa11.CDF Peak area,Jo2.CDF Peak area,L1.CDF Peak area,JoTh14.CDF Peak area,JoQa6.CDF Peak area,L2.CDF Peak area,JoQa4.CDF Peak area,JoMs18.CDF Peak area,JoMs17.CDF Peak area,JoTh15.CDF Peak area,Ma4.CDF Peak area,L4.CDF Peak area,L3.CDF Peak area,Ma3.CDF Peak area,L5.CDF Peak area,Ma2.CDF Peak area,JoTh13.CDF Peak area,MaBi7.CDF Peak area,Ma1.CDF Peak area,Ma9.CDF Peak area,Ma5.CDF Peak area,MaNd13.CDF Peak area,MaJo17.CDF Peak area,MaBi8.CDF Peak area,G5.CDF Peak area,Ma6.CDF Peak area,MaNs2.CDF Peak area,MaNs1.CDF Peak area,MaMs4.CDF Peak area,MaNd14.CDF Peak area,MaMs5.CDF Peak area,MaBi9.CDF Peak area,MaMs6.CDF Peak area,MaJo16.CDF Peak area,MaNs3.CDF Peak area,Ma10.CDF Peak area,MaSo12.CDF Peak area,MpFa6.CDF Peak area,MaNd15.CDF Peak area,Ma7.CDF Peak area,Ma8.CDF Peak area,MaSo10.CDF Peak area,MaJo18.CDF Peak area,MpQa8.CDF Peak area,Mp5.CDF Peak area,MpQa7.CDF Peak area,Mp8.CDF Peak area,Mp2.CDF Peak area,MpJo3.CDF Peak area,Mp4.CDF Peak area,MpJo2.CDF Peak area,Mp3.CDF Peak area,MpJo1.CDF Peak area,MaSo11.CDF Peak area,Mp10.CDF Peak area,MpTh17.CDF Peak area,MpNs10.CDF Peak area,MpQa9.CDF Peak area,Mp1.CDF Peak area,Mp7.CDF Peak area,MpFa4.CDF Peak area,MpFa5.CDF Peak area,Ms4.CDF Peak area,Ms1.CDF Peak area,Ms5.CDF Peak area,Mp6.CDF Peak area,MpSo14.CDF Peak area,MpNs12.CDF Peak area,MpNs11.CDF Peak area,Mp9.CDF Peak area,MsFa3.CDF Peak area,MpTh16.CDF Peak area,MsFa2.CDF Peak area,MsMp14.CDF Peak area,MsJo7.CDF Peak area,MpTh18.CDF Peak area,Ms2.CDF Peak area,MpSo13.CDF Peak area,MsJo8.CDF Peak area,MsNd11.CDF Peak area,MsMp13.CDF Peak area,Ms3.CDF Peak area,MpSo15.CDF Peak area,MsFa1.CDF Peak area,MsNs18.CDF Peak area,MsNd12.CDF Peak area,MsMp15.CDF Peak area,MsTh4.CDF Peak area,MsTh5.CDF Peak area,Ms6.CDF Peak area,MsJo9.CDF Peak area,Ms9.CDF Peak area,MsNs16.CDF Peak area,Nd4.CDF Peak area,Ms8.CDF Peak area,Ms10.CDF Peak area,MsTh6.CDF Peak area,Nd2.CDF Peak area,Ms7.CDF Peak area,MsNd10.CDF Peak area,NdJo8.CDF Peak area,Nd8.CDF Peak area,MsNs17.CDF Peak area,Nd9.CDF Peak area,Nd3.CDF Peak area,NdJo7.CDF Peak area,NdBi16.CDF Peak area,Nd1.CDF Peak area,NdNs6.CDF Peak area,NdJo9.CDF Peak area,NdNs5.CDF Peak area,NdQa12.CDF Peak area,NdBi18.CDF Peak area,Nd5.CDF Peak area,NdQa11.CDF Peak area,Ns4.CDF Peak area,NdTh2.CDF Peak area,Nd6.CDF Peak area,Nd10.CDF Peak area,NdNs4.CDF Peak area,NdBi17.CDF Peak area,NdTh3.CDF Peak area,Nd7.CDF Peak area,NdQa10.CDF Peak area,NdTh1.CDF Peak area,NdSo14.CDF Peak area,NdSo13.CDF Peak area,Ns3.CDF Peak area,Ns1.CDF Peak area,NsBi18.CDF Peak area,NsBi16.CDF Peak area,Ns6.CDF Peak area,Ns2.CDF Peak area,Ns7.CDF Peak area,NdSo15.CDF Peak area,Ns5.CDF Peak area,NsBi17.CDF Peak area,NsFa10.CDF Peak area,NsMs14.CDF Peak area,Ns9.CDF Peak area,Ns10.CDF Peak area,Qa2.CDF Peak area,NsFa11.CDF Peak area,NsSo1.CDF Peak area,NsMs15.CDF Peak area,NsSo2.CDF Peak area,NsTh7.CDF Peak area,Ns11.CDF Peak area,Ns8.CDF Peak area,NsQa5.CDF Peak area,NsTh8.CDF Peak area,QaMp16.CDF Peak area,QaBi2.CDF Peak area,Qa1.CDF Peak area,Qa5.CDF Peak area,NsQa4.CDF Peak area,NsTh9.CDF Peak area,NsMs13.CDF Peak area,NsFa12.CDF Peak area,Pe1.CDF Peak area,NsSo3.CDF Peak area,NsQa6.CDF Peak area,Qa4.CDF Peak area,Qa3.CDF Peak area,QaNs4.CDF Peak area,QaNd7.CDF Peak area,QaJo14.CDF Peak area,QaBi3.CDF Peak area,QaTh12.CDF Peak area,QaJo13.CDF Peak area,QaBi1.CDF Peak area,QaJo15.CDF Peak area,QaNs6.CDF Peak area,QaNd9.CDF Peak area,QaNs5.CDF Peak area,So5.CDF Peak area,Qa7.CDF Peak area,QaTh10.CDF Peak area,SoFa14.CDF Peak area,So3.CDF Peak area,QaNd8.CDF Peak area,SoFa15.CDF Peak area,So4.CDF Peak area,Qa6.CDF Peak area,So9.CDF Peak area,SoTh16.CDF Peak area,QaTh11.CDF Peak area,So1.CDF Peak area,SoTh17.CDF Peak area,SoJo10.CDF Peak area,SoMp6.CDF Peak area,SoNd1.CDF Peak area,SoNd3.CDF Peak area,SoNd2.CDF Peak area,SoJo11.CDF Peak area,Test.CDF Peak area,SoMs8.CDF Peak area,So2.CDF Peak area,So6.CDF Peak area,So8.CDF Peak area,So7.CDF Peak area,SoMp5.CDF Peak area,So10.CDF Peak area,T1.CDF Peak area,SoMs9.CDF Peak area,SoTh18.CDF Peak area,SoMs7.CDF Peak area,T3.CDF Peak area,T5.CDF Peak area,SoMp4.CDF Peak area,T2.CDF Peak area,T4.CDF Peak area,SoJo12.CDF Peak area,Th4.CDF Peak area,SoFa13.CDF Peak area,Th5.CDF Peak area,Th8.CDF Peak area,ThMs3.CDF Peak area,ThBi4.CDF Peak area,Th3.CDF Peak area,Th6.CDF Peak area,Th1.CDF Peak area,Th9.CDF Peak area,Th7.CDF Peak area,ThBi6.CDF Peak area,ThMa7.CDF Peak area,ThBi5.CDF Peak area,ThMs1.CDF Peak area,ThNd17.CDF Peak area,ThNd16.CDF Peak area,ThNd18.CDF Peak area,ThNs15.CDF Peak area,ThMa8.CDF Peak area,Th2.CDF Peak area,ThMa9.CDF Peak area,Th10.CDF Peak area,ThMs2.CDF Peak area,ThMp10.CDF Peak area,ThMp12.CDF Peak area,ThMp11.CDF Peak area,ThNs13.CDF Peak area,ThNs14.CDF Peak area
1,45,4.421081481,0,0,94501.43638,0,0,0,257805.8672,0,0,0,0,0,420687.9336,0,0,0,0,0,0,108206.877,0,0,0,57916.64034,0,0,0,0,0,0,0,0,0,0,0,163587.2412,0,0,0,0,0,0,0,0,0,0,0,0,0,298112.8008,165257.8724,203675.1158,0,0,0,235115.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38913.13043,0,0,0,0,138070.9991,0,0,35535.79468,0,0,0,21547.64388,0,0,0,0,0,0,0,0,0,465786.7929,0,118214.4787,0,0,0,0,0,0,0,0,0,160647.8324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82879.39338,0,0,0,0,0,0,0,0,0,0,202795.5124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8506.710014,0,0,0,0,0,0,0,0,0,0,0,0,65994.62591,0,0,0,0,0,0,0,213294.437,0,355841.8459,0,0,0,0,0,0,0,0,0,42915.56856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155197.5975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69644.61755,0,0,0,0,0,0,0,434954.4034,0,0,0,0,0,0,0,421667.6148,0,0,236182.6311,0,0,0,0,0,0,256827.4878,0,0,0,0,0,21833.52341,0,531748.0758,0,0,0,0,115717.3595,0,97753.37256,0,0,71243.01902,0,0,188364.7091,0
2,41.01349979,4.456890667,0,16148.81367,0,0,0,0,0,0,0,0,0,47783.86432,0,25877.18789,0,0,0,0,24906.11167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12861.25983,0,37789.32471,0,0,0,7274.254681,0,40821.82014,43583.56539,0,25409.01328,0,0,0,0,0,123480.3683,0,0,13723.44879,15900.63292,0,20270.72014,0,0,0,0,0,0,92923.69876,51585.27338,0,0,16359.28226,0,0,0,0,0,22251.10734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20494.22009,18014.53199,25812.3625,0,0,0,0,33501.66059,0,0,21472.81073,48574.41935,0,0,0,24101.97762,23866.22292,0,40311.33165,0,0,62720.55753,49357.70602,0,42735.12433,0,15458.0251,0,0,16958.9706,0,13599.59396,0,20049.63484,0,17840.80323,0,0,0,14499.94676,0,25625.73417,0,0,23903.89362,29200.04256,0,30751.04631,0,0,0,59069.12954,26142.67413,0,0,0,25675.76073,0,0,17425.16088,38556.25981,21027.88715,0,22381.48368,0,0,33736.96397,26287.43837,53608.76262,38696.55093,0,54347.91817,34856.23991,39848.73693,37292.68295,0,93062.4684,45812.95163,34676.62459,19071.45651,61826.54528,53653.74161,0,0,29466.4389,0,0,0,0,29770.15882,0,0,0,0,0,0,0,5486.230094,0,0,41504.49108,0,0,0,38876.54938,0,0,0,0,0,0,0,19504.28537,0,0,0,0,0,0,0,26329.91776,0,0,0,0,0,0,0,0,0,50155.31297,0,0,0,0,33246.19277,0,0,22454.99744,0,0,0,0,0,14873.63375,0,0,0,0,0,26198.02111,0,16149.17691,18531.68683,0,19692.92414,0,0,33007.92728,24207.65584,0,0,62406.33319,24217.6731,0,0,165627.6426,0,12900.55835,47623.98987,0,0,0,0,0,0,0,0,0,22639.91486,22980.85224,44142.56334,70404.48606,0,112786.966,0,0,22672.88226,5275.131088,0,0,0,0,0,0,0,13658.35796,0,0,0,0,0,0,0,53586.72769,35351.42514,0,23686.54151,0,0,0,0,12739.11557,21899.35673,24315.24027,0,38513.12951,42335.18723,0,29504.40465,0,0,0,0
3,43.07064408,4.738639355,91143.07626,0,66301.03622,49880.62487,97203.76855,0,98106.21841,44275.24497,0,0,44480.5665,102248.0725,17865.41391,112668.8844,56268.89944,51304.39046,68247.41415,47606.13994,58529.92517,57018.68856,70629.15753,61335.54414,57050.33253,58287.45084,44534.07035,65259.94396,74748.9277,101639.4769,55274.12778,49197.25886,73241.36766,51389.05615,59686.07884,59052.95022,0,130595.2305,72533.50009,64242.23753,169345.2889,0,82015.89548,0,0,45281.78751,83040.70541,467292.8582,29292.7462,40375.64882,0,0,75875.86828,15356.58758,31042.42186,35958.70098,42156.95166,0,0,46605.2173,0,46008.57061,101383.5375,47885.73143,0,0,41815.1157,96168.31236,102541.2706,0,107238.2082,0,0,30489.39579,100719.5437,0,23969.64432,0,85410.509,156572.5965,91205.63589,60014.10934,0,0,0,0,0,135476.5877,117023.7267,0,0,0,54056.44537,0,0,60968.95901,0,0,0,0,0,61665.74922,78887.77116,0,65830.36587,0,0,0,0,47411.58271,14002.76211,0,0,0,317583.8234,40879.83492,0,15259.87147,0,0,0,0,22128.60919,20285.82425,0,0,0,0,0,49355.87782,44605.61032,0,0,0,0,0,62442.4091,0,0,0,0,0,0,67720.46677,66027.45291,0,0,0,136792.7127,55339.21937,0,0,0,0,0,54478.63864,0,0,0,75152.12325,0,12589.87391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49695.53421,0,18969.4961,51844.02213,53923.4086,0,0,47941.88449,0,0,39421.18797,0,72328.34698,0,0,35123.86138,0,0,23217.97885,0,29587.69735,0,0,0,40199.45399,0,65024.50307,72267.50901,0,0,19378.87845,63048.52607,0,13007.73993,31067.67675,0,41467.12116,0,0,0,63906.41578,0,74324.10015,29815.47792,40080.66961,0,0,0,127833.4023,151216.7977,0,0,0,0,0,0,147091.7873,114722.6957,0,0,0,0,0,0,50951.11174,0,41687.46987,42396.17343,431532.1785,36088.88224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16070.07458,40433.03543,0,0,16903.14788,0,0,0,35642.48722,73494.78418,0,0,0,0,44493.33916,26274.57952,22068.51153,23630.85688,20985.15462,45956.18032,75059.3162,37900.86254,0,52904.03232,44301.20701,52426.78324,31046.18554,61610.2377,53591.64945,47162.4646,0,0,49012.58892,88286.10133,0,46243.71877,51590.30013,79404.02232,34787.97472,195971.6468,45295.26343,81155.4686,0,0,29316.02919,67936.99942,0,79047.47013,84876.8227,16615.27595,0,0,0,0,0,33685.21917,31262.93928,0,0,0,106669.4803,0,0,0,33469.45987,48675.99714,80418.37975
4,49,5.051812745,22233.77463,0,0,0,35888.01198,0,33535.66679,0,0,0,0,31648.46927,0,34338.98463,0,0,33368.3783,0,0,0,0,0,0,0,44798.06209,0,41413.88387,0,0,0,0,0,0,36151.52128,0,48267.21685,46427.49552,0,26527.85111,0,39806.26683,0,0,0,0,31286.54208,0,0,0,0,43743.07952,0,0,0,0,0,0,0,0,0,63518.44891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28037.09468,0,0,0,0,0,0,31691.22659,0,0,0,0,0,0,0,36940.36721,0,0,0,0,0,0,0,0,40569.36076,0,0,0,0,44182.17079,0,0,0,0,58045.71306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37817.61297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35495.70901,0,0,0,0,0,0,0,0,0,0,0,34680.21482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46346.32932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46102.02076,25715.60498,0,0,0,0,0,0,0,33083.66056,0,0,0,0,0,0,0,0,0,0,55514.34291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61717.46738,0,0,0,0,0,0,0,0,0,0,29742.09017,0,0,0,0,0,0,45650.72108,0,0,0,0,0,0,0,0,0,0,0,0,0,46521.5999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,92.06762487,5.06873795,19886.02881,976894.7484,217752.272,0,0,177510.6338,40405.93561,0,427891.6957,499900.4582,0,0,176352.1845,39476.87339,152961.5135,216290.5117,151710.0063,146495.9025,0,117530.1572,52259.47767,52829.71721,170646.7519,47846.98374,186832.4873,132210.2447,40392.74418,33779.97503,235739.1871,411229.5696,402468.3597,76874.70338,116626.4621,56127.38176,0,75704.52875,427808.0842,43281.98321,227747.2886,75308.38548,81016.94893,317252.4503,53848.15,484223.5032,0,582373.8037,42126.42767,390907.6219,66525.3792,518754.2815,173881.9002,106258.4028,1062428.324,331334.6836,249601.963,67956.93841,302500.2021,1101484.279,36851.08791,0,976718.5716,472134.4196,285913.5892,253822.1137,229364.5078,0,635233.1678,510109.0878,787231.7507,468043.8222,561402.3398,1148655.066,0,168513.5407,1366287.376,132111.2411,101103.9924,733131.1981,0,0,184780.1692,125545.9699,85187.86919,219218.8408,345283.6425,832196.0743,0,77569.30428,382348.5775,211262.2565,244589.5664,71558.87062,332164.0196,405727.0991,165101.3961,151936.968,68719.8956,154120.0534,1487749.135,1033792.116,976744.6039,232593.3608,825379.4554,473177.013,102937.8055,556315.8364,1967943.133,397751.6796,218616.6092,98095.2334,262267.4189,938999.0265,1077677.88,106091.1064,605230.5474,583672.945,569689.6314,2695929.684,1341664.729,1298908.304,147434.092,1022937.841,1403786.649,329933.0642,1383399.962,0,79900.16673,582649.2915,1790356.578,121115.8099,3664194.883,76227.21584,1651548.634,88573.04073,167340.0814,1311664.302,70945.73989,1374793.713,75776.87932,207784.1465,0,486293.8882,170853.7838,0,112769.9442,0,235079.9722,0,0,0,2270783.718,3407986.219,573941.7491,0,47525.94019,84690.70043,401154.8998,134114.7522,3990138.968,123731.6184,194500.1771,36198.2365,2741851.254,49360.542,1026823.597,117201.403,292383.2743,761968.7617,207581.2496,559834.0148,154333.663,346502.7755,983969.577,156665.6203,1362505.458,896602.1938,75397.32653,463043.304,1157334.182,631171.8732,301798.3478,169560.7182,68722.11439,417550.8316,271360.2279,914286.7853,771693.6363,666202.8048,49617.28226,0,371374.7913,165747.421,64835.27998,0,0,473836.4202,99250.01518,0,53538.261,0,0,89912.63115,209388.8554,993876.2284,0,56263.64553,466621.7484,0,50515.38218,59112.83391,220569.1964,0,0,113505.7363,0,1070050.34,434843.7484,106141.1423,517391.8103,1518029.794,495916.1453,142572.2443,60148.61859,147270.1587,215155.1801,84272.37767,184185.4584,53625.16721,862120.7279,124647.0015,503055.3785,0,0,136030.333,0,268312.7748,141824.4155,214241.6375,510256.6358,118542.6266,196820.58,1553730.266,1286933.488,0,115661.2932,103727.0915,547570.5946,40314.1089,275463.5025,385124.8678,369520.2174,192428.1032,129970.6193,481807.0808,99594.66471,615251.3723,316222.7643,158797.6595,601780.4887,245444.7524,888496.9721,1731334.697,81045.39883,764300.1158,1840787.117,341719.3265,0,410006.7807,536615.3256,113182.2083,161568.0725,267714.8169,1494858.675,0,156851.244,2497335.391,77114.85194,284345.4864,0,78507.65948,165084.9912,235600.2419,381932.7467,0,297023.4063,607395.8297,353433.3014,246029.243,281155.4813,149328.0358,866651.7362,331739.8043,72049.77783,440680.147,253533.2518,408139.2886,507064.3467,106512.2507,348319.6448,280763.6231,167658.2932,117932.0201,337483.4224,125116.6746,29377.38776,134106.2187,120705.1929,64591.44071,0,143476.0231,0,125923.8772,0,34409.29303,40580.14179,58011.785,0,0,0,0,64098.63456,47673.10419,0,318152.7339,52550.92296,54904.78502,0,157444.8189,0,0
6,104,5.108706373,0,0,4249.974218,0,0,0,0,7310.435,0,0,8796.7335,15201.35174,0,13903.25734,0,0,0,0,0,0,0,0,0,0,0,0,0,13527.49747,0,7451.695457,0,0,0,12201.21654,0,0,7769.539536,12622.6025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29065.78237,0,10235.52505,8305.535,0,0,0,0,0,17395.0827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49901.50161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4728.6965,0,0,0,7402.034306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8186.4865,0,0,0,0,0,10164.2202,0,0,0,0,0,12232.358,0,0,0,0,0,0,0,0,7142.948,0,8664.5855,0,0,10115.8735,0,0,0,0,0,0,0,0,0,0,0,0,14826.40947,0,0,0,0,0,0,7705.6545,0,0,0,0,0,0,0,0,0,0,13963.16376,12174.59084,68099.87908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11590.67457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10547.54333,0,9776.758338,0,0,0,0,0,11905.25267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6959.2425,0,0,28715.73328
7,69.0974775,5.114448739,42327.11354,0,22298.39083,29556.37431,46545.54513,0,36714.22832,0,0,0,0,0,0,0,24782.53225,0,29196.34362,26264.74504,24106.20349,0,36385.52988,32145.55276,23028.05839,30639.71921,23664.03661,26509.93362,30455.98741,0,26135.17662,6210.257007,26682.04248,27450.62696,0,0,0,55916.32954,15157.44629,0,73232.07002,0,32668.17505,0,0,44914.8619,28680.57583,197374.1729,23913.7961,31649.76182,0,30336.97371,26705.60626,0,29985.51345,26020.12954,44889.2755,0,0,34261.7339,0,0,32874.4993,41283.27625,30480.49781,0,30566.15341,0,34122.72059,0,120938.3403,0,23275.13167,0,109268.7017,0,0,0,0,56136.12948,0,0,0,0,0,0,0,5910.692313,40635.42722,0,0,24064.38301,21278.24095,0,0,24983.24774,0,0,0,0,0,31004.63892,27997.71851,0,32959.71677,0,0,0,0,0,0,0,0,24346.01586,7874.315121,0,0,0,0,0,0,26984.79422,22858.0843,0,0,0,0,0,0,0,0,0,0,0,0,0,30240.47981,0,0,0,0,0,0,70355.14358,29285.77753,0,0,0,141652.8401,0,0,0,0,0,0,0,0,0,11753.01502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24797.90136,0,0,0,0,0,0,0,23523.19577,0,0,0,0,0,22997.70806,0,20568.0167,0,0,25385.01174,45956.10197,0,23301.74429,28216.66383,0,28583.82369,0,25489.65329,0,0,28563.75989,0,31991.88925,31243.19838,0,23031.71532,64875.80478,29079.66368,26155.94069,25152.69468,48343.68307,0,0,0,0,66336.28319,0,33136.35847,22151.98324,0,0,0,57015.25353,50805.53054,21156.30133,25783.8999,0,0,0,0,37552.26393,33411.39743,0,0,0,27548.6517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44128.1379,24781.04653,22302.86456,23212.57184,20654.08702,62833.74284,0,30921.79509,0,26479.09664,0,28075.9091,30389.54936,0,21332.81645,36316.42315,0,30217.40236,19487.88575,31234.2062,24852.82887,0,25477.33838,86167.07796,28051.63679,172139.1216,34370.57262,0,0,0,28349.2352,34659.60665,22067.25114,0,34266.54107,0,0,0,0,0,0,0,0,0,25126.92409,0,44857.00433,0,0,0,21722.93499,53959.27242,0
8,115.0676997,5.428741423,14936.4355,18276.484,11551.4965,9913.5855,16684.229,15074.4325,12951.7535,0,19946.687,16889.344,0,12198.3615,17761.038,11546.9905,7036.396,7026.0735,10309.2605,0,10274.7845,7962.2405,10858.454,9703.7865,0,9294.1195,6810.447,8688.4905,11832.85,15909.923,6444.981,0,0,9304.2215,0,12424.7545,11417.706,22033.572,9850.0135,8360.8735,27480.3645,22538.414,10709.761,12352.326,17131.433,42196.36629,9932.5425,57260.30404,25305.098,42182.313,13860.036,31502.46079,8344.771,16467.535,36650.573,25743.24151,40866.92671,22216.346,23227.8215,35100.04572,17294.905,0,11245.969,52344.651,31975.3185,13040.915,30561.78818,0,11263.575,8676.5395,113678.2392,7804.706,24574.063,29157.107,109333.442,8517.903,24307.9525,8603.188,74238.36336,18223.783,10860.4135,0,0,8626.006,7654.788,11127.398,0,15873.808,14068.36,0,0,23110.9485,5420.9985,0,9761.733,0,8385.7735,0,12350.5635,10667.2565,11896.987,8976.6095,0,13276.3095,9401.411,0,13303.2655,0,11788.0425,4765.5,15677.068,13611.005,18210.743,24917.6795,27878.51791,0,14440.291,14740.4155,18126.1675,16341.0505,19227.091,26700.09,22370.107,19176.2905,16250.7675,0,14092.7505,8914.042,10536.209,4865.7765,0,15917.399,21197.369,9998.4675,13602.262,11849.2675,8203.4125,10870.172,11199.65,11741.338,0,11051.5245,0,63357.47629,0,14020.408,12332.6925,13450.9355,128653.2672,6967.1975,0,10082.2085,8763.5315,7858.5655,9532.361,6854.5455,12133.83,11520.3135,12721.0885,9523.0005,10146.244,13523.2835,6802.635,0,11927.126,12337.3485,7486.815,11241.3035,14783.0135,13502.2755,0,6601.3305,15131.5075,0,17569.122,14899.7145,19592.564,10423.585,0,0,0,0,16085.5175,16224.0835,7092.2905,7447.775,12666.9865,16094.378,0,13384.2485,24519.0965,0,0,9262.361,18632.9135,17035.182,26980.10159,15982.527,17550.2135,22717.1815,14675.5485,28808.566,29028.8425,20850.7645,23603.6075,41151.06531,14521.8695,0,9873.8165,20037.7035,25771.22413,17512.414,8842.4605,24678.693,16443.774,24341.155,24515.38,46572.673,31063.474,0,22703.815,62479.56954,34696.4855,0,32069.404,43721.055,19761.297,17088.8925,13395.4255,11719.724,23672.0835,10768.348,32524.32489,30007.626,24179.532,13136.19277,21162.95,15950.34,16666.775,21282.385,28859.8025,0,8202.2505,11285.238,11475.0235,35540.84615,31501.639,67650.56633,36535.251,38987.70819,26968.49892,17868.24,11015.3325,8230.942,9232.3265,9857.2095,10473.348,9058.5335,11694.8165,11681.198,8550.788,12235.5365,9586.6145,9888.3265,9278.2055,17642.263,0,10526.1165,0,17496.002,10229.74,7472.6725,20942.094,3375.71,8866.93,0,10566.707,13420.1795,6675.531,53672.9915,26322.2035,21592.2885,23718.2805,21954.656,56645.84997,11393.4355,25005.27819,15388.187,7715.894,0,7589.9495,31896.9555,0,0,33763.92967,0,32930.0095,0,10740.8265,27871.1735,0,0,88010.89219,33227.403,185264.759,33100.83088,0,9018.9445,12860.5735,27852.7965,12871.899,22462.6705,11445.9065,12071.627,16518.5535,18110.8565,14356.281,10520.4815,0,0,0,0,15664.8945,23936.822,17334.226,15601.1745,11592.478,23945.426,13781.3215,27595.369,45163.59765,86003.971
