Subject ;Subject_sex;Presentation_day;Pairing_Day ;Dayhour ;Time;Code;Event ;Dungfrom;Dung_sex;Pairing_sex
TheRock;m;10;1;19:28:00;0:00:02;Sniff;state;Mpilo;m;mm
TheRock;m;11;2;12:38:00;0:00:01;Sniff;state;Mpilo;m;mm
TheRock;m;12;3;11:49:00;0:00:05;Sniff;state;Mpilo;m;mm
TheRock;m;12;3;15:02:00;0:00:02;Sniff;state;Mpilo;m;mm
TheRock;m;12;3;17:51:00;0:00:05;Sniff;state;Mpilo;m;mm
Billie;f;7;1;14:38:00;0:00:07;Sniff;state;Mshanelo;m;fm
Billie;f;7;1;17:24:00;0:00:03;Sniff;state;Mshanelo;m;fm
Billie;f;7;1;19:54:00;0:00:03;Sniff;state;Mshanelo;m;fm
Billie;f;8;2;17:38:00;0:00:08;Sniff;state;Mshanelo;m;fm
Billie;f;8;2;19:26:00;0:00:04;Sniff;state;Mshanelo;m;fm
Billie;f;8;2;2:21:00;0:00:01;Sniff;state;Mshanelo;m;fm
Billie;f;9;3;13:54:00;0:00:02;Sniff;state;Mshanelo;m;fm
Billie;f;9;3;16:24:00;0:00:02;Sniff;state;Mshanelo;m;fm
Billie;f;9;3;22:24:00;0:00:02;Sniff;state;Mshanelo;m;fm
Billie;f;10;1;16:11:00;0:00:05;Sniff;state;Joko;f;ff
Billie;f;10;1;18:21:00;0:00:03;Sniff;state;Joko;f;ff
Billie;f;10;1;21:22:00;0:00:02;Sniff;state;Joko;f;ff
Billie;f;10;1;23:07:00;0:00:03;Sniff;state;Joko;f;ff
Billie;f;10;1;0:07:00;;Poop;point;Joko;f;ff
Billie;f;10;1;1:58:00;0:00:02;Sniff;state;Joko;f;ff
Billie;f;11;2;5:22:00;;Poop;point;Joko;f;ff
Billie;f;12;3;17:12:00;0:00:01;Sniff;state;Joko;f;ff
Billie;f;12;3;18:21:00;0:00:02;Sniff;state;Joko;f;ff
Billie;f;12;3;20:35:00;0:00:01;Sniff;state;Joko;f;ff
Billie;f;12;3;1:23:00;;Poop;point;Joko;f;ff
Billie;f;12;3;1:23:00;;Scrap;point;Joko;f;ff
Mpilo;m;16;1;12:18:00;0:00:14;Sniff;state;TheRock ;m;mm
Mpilo;m;16;1;12:30:00;0:00:04;Sniff;state;TheRock ;m;mm
Mpilo;m;16;1;13:29:00;0:00:03;Sniff;state;TheRock ;m;mm
Mpilo;m;16;1;16:16:00;0:00:05;Sniff;state;TheRock ;m;mm
Mpilo;m;16;1;18:23:00;0:00:06;Sniff;state;TheRock ;m;mm
Mpilo;m;17;2;12:39:00;0:00:05;Sniff;state;TheRock ;m;mm
Mpilo;m;17;2;13:21:00;0:00:06;Sniff;state;TheRock ;m;mm
Mpilo;m;17;2;13:57:00;0:00:02;Sniff;state;TheRock ;m;mm
Mpilo;m;17;2;14:03:00;0:00:01;Sniff;state;TheRock ;m;mm
Mpilo;m;17;2;14:03:00;0:00:01;Sniff;state;TheRock ;m;mm
Mpilo;m;17;2;16:45:00;0:00:01;Sniff;state;TheRock ;m;mm
Mpilo;m;17;2;16:56:00;0:00:04;Sniff;state;TheRock ;m;mm
Mpilo;m;17;2;20:05:00;0:00:07;Sniff;state;TheRock ;m;mm
Mpilo;m;17;2;23:56:00;0:00:04;Sniff;state;TheRock ;m;mm
Mpilo;m;17;2;1:34:00;0:00:01;Sniff;state;TheRock ;m;mm
Mpilo;m;17;2;2:17:00;0:00:01;Sniff;state;TheRock ;m;mm
Mpilo;m;17;2;2:35:00;0:00:01;Sniff;state;TheRock ;m;mm
Mpilo;m;17;2;2:45:00;0:00:01;Sniff;state;TheRock ;m;mm
Mpilo;m;17;2;2:52:00;0:00:03;Sniff;state;TheRock ;m;mm
Mpilo;m;17;2;2:52:00;;Poop;point;TheRock ;m;mm
Mpilo;m;18;3;0:52:00;;Poop;point;TheRock ;m;mm
Ndlebe;f;16;1;13:09:00;0:00:06;Sniff;state;Billie;f;ff
Ndlebe;f;16;1;17:50:00;0:00:05;Sniff;state;Billie;f;ff
Ndlebe;f;16;1;21:25:00;0:00:09;Sniff;state;Billie;f;ff
Ndlebe;f;16;1;23:13:00;0:00:03;Sniff;state;Billie;f;ff
Ndlebe;f;17;2;12:24:00;0:00:02;Sniff;state;Billie;f;ff
Ndlebe;f;17;2;16:11:00;0:00:04;Sniff;state;Billie;f;ff
Ndlebe;f;17;2;16:21:00;0:00:01;Sniff;state;Billie;f;ff
Ndlebe;f;17;2;16:35:00;0:00:01;Sniff;state;Billie;f;ff
Ndlebe;f;18;3;12:06:00;0:00:05;Sniff;state;Billie;f;ff
Ndlebe;f;18;3;12:23:00;0:00:03;Sniff;state;Billie;f;ff
Ndlebe;f;18;3;14:42:00;0:00:02;Sniff;state;Billie;f;ff
Ndlebe;f;18;3;15:34:00;0:00:01;Sniff;state;Billie;f;ff
Ndlebe;f;18;3;17:51:00;0:00:01;Sniff;state;Billie;f;ff
FatAmy;f;16;1;11:59:00;0:00:08;Sniff;state;Somiso;m;fm
FatAmy;f;16;1;13:23:00;0:00:01;Sniff;state;Somiso;m;fm
FatAmy;f;16;1;13:23:00;0:00:04;Sniff;state;Somiso;m;fm
FatAmy;f;16;1;17:09:00;0:00:01;Sniff;state;Somiso;m;fm
FatAmy;f;16;1;17:58:00;0:00:02;Sniff;state;Somiso;m;fm
FatAmy;f;16;1;18:33:00;0:00:01;Sniff;state;Somiso;m;fm
FatAmy;f;16;1;21:26:00;0:00:05;Sniff;state;Somiso;m;fm
FatAmy;f;16;1;21:34:00;0:00:01;Sniff;state;Somiso;m;fm
FatAmy;f;16;1;22:28:00;0:00:01;Sniff;state;Somiso;m;fm
FatAmy;f;16;1;23:24:00;0:00:01;Sniff;state;Somiso;m;fm
FatAmy;f;16;1;1:36:00;0:00:01;Sniff;state;Somiso;m;fm
FatAmy;f;17;2;15:46:00;0:00:05;Sniff;state;Somiso;m;fm
FatAmy;f;17;2;20:32:00;0:00:04;Sniff;state;Somiso;m;fm
FatAmy;f;17;2;20:34:00;;Poop;point;Somiso;m;fm
FatAmy;f;17;2;22:54:00;0:00:03;Sniff;state;Somiso;m;fm
FatAmy;f;17;2;23:18:00;0:00:01;Sniff;state;Somiso;m;fm
FatAmy;f;17;2;0:01:00;0:00:02;Sniff;state;Somiso;m;fm
FatAmy;f;17;2;0:06:00;0:00:01;Sniff;state;Somiso;m;fm
FatAmy;f;17;2;0:19:00;0:00:02;Sniff;state;Somiso;m;fm
FatAmy;f;17;2;4:50:00;0:00:02;Sniff;state;Somiso;m;fm
FatAmy;f;17;2;6:57:00;0:00:01;Sniff;state;Somiso;m;fm
FatAmy;f;18;3;18:27:00;0:00:07;Sniff;state;Somiso;m;fm
FatAmy;f;18;3;18:30:00;;Poop;point;Somiso;m;fm
FatAmy;f;18;3;18:30:00;;Scrap;point;Somiso;m;fm
FatAmy;f;18;3;23:51:00;0:00:02;Sniff;state;Somiso;m;fm
TheRock;m;16;1;12:15:00;0:00:03;Sniff;state;Ndlebe;f;mf
TheRock;m;16;1;12:42:00;0:00:03;Sniff;state;Ndlebe;f;mf
TheRock;m;16;1;14:48:00;0:00:02;Sniff;state;Ndlebe;f;mf
TheRock;m;16;1;13:15:00;0:00:01;Sniff;state;Ndlebe;f;mf
TheRock;m;16;1;15:55:00;0:00:01;Sniff;state;Ndlebe;f;mf
TheRock;m;16;1;16:42:00;0:00:02;Sniff;state;Ndlebe;f;mf
TheRock;m;17;2;12:10:00;0:00:04;Sniff;state;Ndlebe;f;mf
TheRock;m;17;2;12:19:00;0:00:02;Sniff;state;Ndlebe;f;mf
TheRock;m;17;2;12:30:00;0:00:01;Sniff;state;Ndlebe;f;mf
TheRock;m;17;2;15:22:00;0:00:10;Sniff;state;Ndlebe;f;mf
TheRock;m;17;2;17:25:00;0:00:05;Sniff;state;Ndlebe;f;mf
TheRock;m;17;2;17:50:00;0:00:01;Sniff;state;Ndlebe;f;mf
TheRock;m;17;2;21:11:00;0:00:04;Sniff;state;Ndlebe;f;mf
TheRock;m;18;3;12:21:00;0:00:05;Sniff;state;Ndlebe;f;mf
TheRock;m;18;3;14:48:00;0:00:01;Sniff;state;Ndlebe;f;mf
TheRock;m;18;3;16:58:00;0:00:01;Sniff;state;Ndlebe;f;mf
TheRock;m;18;3;17:17:00;0:00:01;Sniff;state;Ndlebe;f;mf
Billie;f;16;1;18:16:00;0:00:03;Sniff;state;Mafukuzela;f;ff
Billie;f;17;2;18:22:00;0:00:03;Sniff;state;Mafukuzela;f;ff
Billie;f;18;3;12:32:00;0:00:02;Sniff;state;Mafukuzela;f;ff
Billie;f;18;3;12:32:00;0:00:02;Sniff;state;Mafukuzela;f;ff
Billie;f;18;3;21:15:00;0:00:03;Sniff;state;Mafukuzela;f;ff
Billie;f;18;3;21:15:00;;Poop;point;Mafukuzela;f;ff
