Column1;Row.names;short_id;date2;rhino;species;sample_type;rhino_sex;rhino_origin;rhino_age;sample_id;days_boma;dw;pairing_day;day_exp;dung_rhino;dung_sex;dung_origin;pairing_sex;pairing_origin;pairing_id; 6-Methyl-2-heptanone; Cyclosativene;(-)-?-Citronellene;1,3-Hexadiene, 3-ethyl-2,5-dimethyl-;1,5,9-Decatriene, 2,3,5,8-tetramethyl-;1,6-Octadiene, 5,7-dimethyl-;1,7-Dimethyl-4-(1-methylethyl)cyclodecane;1-Hexadecanol;2,2-Diethylacetamide;2,6-Dimethyldecane-;2- Octene(Z)-;2-Octene, 3,7,-dimethyl-, (Z)-;4-Nonanone, 7-ethyl-;4a,8-Dimethyl-2-(prop-1-en-2-yl)-1,2,3,4,4a,5,6,7-octahydronaphtalane;5-Hepten-2-one, 6-methyl-;9,12-Tetradecadien-1-ol, (Z,E)-;Aromandendrene;Caryophyllene;Copaene;Decane;Decane, 2,6,6-trimethyl-;Dodecane;Ethane, 1,1-diethoxy-;Ethylbenzene;Farnesan;Humulene;Isobutyl isothiocyanate;Mesitylene;Nonadecane;Octadecane;Tetradecane;Tridecane;Undecane;cis-Verbenyl acetate ;n-Hexadecanoic acid;p-Menthen-2-ol;?-Muurolene;shannon_diversity;rhino_ordered
75;JoMs16;JoMs16;15/8/2024;Joko;Diceros_bicornis;Experiment;f;Ithala;5;I161-51;51;688;1;16;Mshanelo;m;Ithala;fm;It_It;Jok_Msha;0;5.02621E+14;0;1.11057E+14;9.16411E+14;1.23076E+13;0;0;0;0;0;2.59084E+14;0;0;0;7.5022E+14;0;8.01472E+14;1.3449E+14;2.07304E+13;0;5.82169E+14;0;0;2.11485E+13;0;1.10475E+14;9.48118E+14;0;0;5.31177E+14;3.45858E+14;5.78749E+13;1.74256E+14;1.39967E+14;0;0;2.71128E+14;Joko
76;JoMs17;JoMs17;16/8/2024;Joko;Diceros_bicornis;Experiment;f;Ithala;5;I161-52;52;7287;2;17;Mshanelo;m;Ithala;fm;It_It;Jok_Msha;0;1.44042E+14;0;3.82388E+14;1.61818E+14;2.4042E+13;0;0;0;0;0;0;0;0;0;1.6359E+14;0;2.15673E+12;2.51566E+14;6.10181E+14;0;1.24089E+14;0;0;9.25859E+14;0;9.85373E+14;3.73129E+14;0;0;1.18789E+14;7.26654E+13;1.24658E+14;3.95606E+14;0;1.95387E+14;0;2.55225E+14;Joko
77;JoMs18;JoMs18;17/8/2024;Joko;Diceros_bicornis;Experiment;f;Ithala;5;I161-53;53;8233;3;18;Mshanelo;m;Ithala;fm;It_It;Jok_Msha;0;7.56878E+14;0;1.48128E+14;7.9091E+14;1.35394E+14;0;0;0;0;0;6.07169E+14;0;0;0;5.54097E+14;0;1.53124E+14;2.13069E+14;2.01828E+14;0;5.47469E+14;0;0;3.6127E+14;0;2.42961E+14;9.65773E+14;1.56602E+14;0;0;2.77429E+14;5.60718E+13;3.05161E+14;5.49154E+14;0;0;2.61031E+14;Joko
78;JoQa4;JoQa4;3/8/2024;Joko;Diceros_bicornis;Experiment;f;Ithala;5;I161-39;39;816;1;4;Qaphela;f;Ithala;ff;It_It;Jok_Qaph;0;1.82038E+14;0;7.48742E+14;6.30545E+14;9.47077E+14;0;0;0;0;0;3.33678E+14;0;0;0;3.73773E+14;0;1.52439E+14;6.82479E+14;2.38861E+14;0;4.31637E+14;3.6806E+13;0;3.86881E+14;3.47293E+14;0;1.10035E+12;0;0;0;0;5.8707E+14;2.38153E+14;0;7.25651E+14;0;2.24178E+14;Joko
79;JoQa5;JoQa5;4/8/2024;Joko;Diceros_bicornis;Experiment;f;Ithala;5;I161-40;40;9095;2;5;Qaphela;f;Ithala;ff;It_It;Jok_Qaph;0;4.3916E+14;0;1.11436E+14;5.81118E+13;7.7917E+14;0;0;0;0;0;0;0;0;0;4.22168E+14;0;1.3944E+14;1.20845E+14;0;0;3.52078E+14;0;0;2.76479E+14;2.21009E+14;0;6.51935E+13;0;0;0;1.56115E+14;4.02379E+14;1.3435E+14;0;3.10818E+14;0;2.40068E+14;Joko
80;JoQa6;JoQa6;5/8/2024;Joko;Diceros_bicornis;Experiment;f;Ithala;5;I161-41;41;10251;3;6;Qaphela;f;Ithala;ff;It_It;Jok_Qaph;0;4.78252E+14;0;1.08395E+14;3.56903E+14;8.65659E+14;0;0;0;0;0;3.12192E+13;0;0;0;2.25949E+14;0;4.2225E+14;9.56223E+14;3.02958E+13;0;5.38184E+14;1.37403E+14;0;2.76407E+14;0;1.91744E+14;8.63466E+14;0;0;0;2.31946E+14;6.75011E+14;1.1123E+14;1.42619E+14;1.30476E+14;0;1.94113E+14;Joko
81;JoTh13;JoTh13;12/8/2024;Joko;Diceros_bicornis;Experiment;f;Ithala;5;I161-48;48;852;1;13;TheRock;m;Thanda;fm;It_Th;Jok_TheR;0;7.93916E+14;0;1.44728E+14;1.22183E+14;7.51252E+14;0;0;0;0;0;1.24918E+14;0;0;0;1.05115E+14;0;2.27079E+14;2.99234E+14;0;0;3.67073E+14;5.24918E+13;0;4.38931E+14;2.48079E+14;1.31753E+14;1.80829E+13;0;0;0;2.33021E+14;3.15608E+14;1.98777E+14;0;0;0;2.51114E+14;Joko
82;JoTh14;JoTh14;13/8/2024;Joko;Diceros_bicornis;Experiment;f;Ithala;5;I161-49;49;8995;2;14;TheRock;m;Thanda;fm;It_Th;Jok_TheR;0;5.77298E+14;0;1.00368E+14;8.28059E+14;6.96906E+14;0;0;0;4.77223E+14;0;4.95128E+14;0;0;0;6.73809E+13;0;8.07623E+14;1.27352E+14;0;2.99668E+14;4.24135E+14;0;0;2.43198E+14;0;1.05767E+14;2.12227E+14;0;0;0;2.79422E+14;4.20605E+14;2.20126E+13;0;1.69771E+14;0;2.65394E+14;Joko
83;JoTh15;JoTh15;14/8/2024;Joko;Diceros_bicornis;Experiment;f;Ithala;5;I161-50;50;5723;3;15;TheRock;m;Thanda;fm;It_Th;Jok_TheR;0;6.02313E+14;0;1.96691E+14;8.37612E+14;1.6612E+14;0;0;0;0;0;6.68163E+14;0;0;0;7.41033E+14;0;9.47904E+14;1.51596E+13;0;0;5.0671E+13;0;0;0;0;1.90512E+14;1.69384E+14;0;0;1.15655E+14;0;4.70115E+14;3.34027E+14;0;8.93001E+14;0;2.55207E+14;Joko
94;MaBi7;MaBi7;6/8/2024;Mafukuzela;Diceros_bicornis;Experiment;f;Ithala;5;I152-44;44;8438;1;7;Billie;f;Thanda;ff;It_Th;Maf_Bill;0;5.95422E+13;0;3.23867E+14;1.18181E+14;1.9104E+13;0;0;0;0;0;8.75884E+14;0;0;0;1.00168E+14;0;1.4018E+14;1.74682E+14;0;0;6.08169E+14;0;0;5.32495E+14;0;2.88999E+14;1.26343E+14;0;0;0;0;6.57616E+14;0;0;2.24145E+14;0;2.48066E+14;Mafukuzela
95;MaBi8;MaBi8;7/8/2024;Mafukuzela;Diceros_bicornis;Experiment;f;Ithala;5;I152-45;45;9853;2;8;Billie;f;Thanda;ff;It_Th;Maf_Bill;0;1.00176E+14;0;4.73828E+14;1.32138E+14;2.81699E+14;1.61406E+13;0;6.64681E+14;0;0;7.81948E+14;0;0;0;1.01981E+14;0;1.77851E+14;3.21013E+14;3.76761E+14;0;8.17338E+14;0;0;4.15888E+14;0;3.56507E+14;1.25259E+12;0;0;2.72419E+14;4.75415E+13;8.41514E+14;1.72858E+14;0;2.45518E+14;0;2.72415E+14;Mafukuzela
96;MaBi9;MaBi9;8/8/2024;Mafukuzela;Diceros_bicornis;Experiment;f;Ithala;5;I152-46;46;9833;3;9;Billie;f;Thanda;ff;It_Th;Maf_Bill;0;8.33015E+14;0;3.95534E+14;1.30246E+14;2.64279E+14;1.56439E+14;0;0;0;9.98527E+14;6.06664E+14;0;0;0;1.00209E+14;0;1.82948E+14;2.22234E+14;2.7995E+14;0;5.43618E+14;0;0;4.07697E+14;0;1.78196E+14;1.3889E+14;0;0;0;0;5.73848E+14;0;0;1.91025E+14;0;2.58308E+14;Mafukuzela
97;MaJo16;MaJo16;15/8/2024;Mafukuzela;Diceros_bicornis;Experiment;f;Ithala;5;I152-51;53;8058;1;16;Joko;f;Ithala;ff;It_It;Maf_Joko;0;1.59749E+14;0;8.90542E+14;2.15294E+14;5.26107E+13;0;0;0;0;2.1972E+14;2.59886E+14;0;0;4.24519E+14;1.94847E+14;0;3.40568E+14;4.63856E+14;4.29859E+14;0;9.78973E+14;1.23664E+14;0;8.67327E+14;2.77962E+14;2.37563E+14;3.12263E+14;0;0;0;6.3565E+14;8.87714E+14;0;3.78392E+14;1.9949E+14;0;2.68933E+14;Mafukuzela
98;MaJo17;MaJo17;16/8/2024;Mafukuzela;Diceros_bicornis;Experiment;f;Ithala;5;I152-54;54;679;2;17;Joko;f;Ithala;ff;It_It;Maf_Joko;0;1.87183E+14;9.65752E+13;4.87595E+14;2.9535E+14;3.6479E+14;0;0;0;0;1.63795E+14;1.28317E+13;0;0;0;2.24004E+14;0;3.13065E+14;3.81187E+14;0;0;9.67206E+13;0;0;8.11435E+14;0;3.40702E+14;2.59039E+14;0;1.11974E+14;4.73025E+14;6.31685E+14;8.018E+13;0;0;0;0;2.69969E+14;Mafukuzela
99;MaJo18;MaJo18;17/8/2024;Mafukuzela;Diceros_bicornis;Experiment;f;Ithala;5;I152-55;55;8052;3;18;Joko;f;Ithala;ff;It_It;Maf_Joko;0;4.82523E+14;0;1.88609E+14;4.81844E+13;1.71297E+14;0;0;1.63869E+14;0;9.07136E+14;4.17826E+14;0;4.93408E+14;2.30347E+14;4.61062E+13;0;1.16764E+13;1.59989E+14;0;0;2.30811E+14;4.74309E+14;0;2.06591E+14;1.02031E+13;0;4.24862E+14;0;0;0;1.42879E+14;2.04922E+14;0;0;0;0;2.60833E+14;Mafukuzela
100;MaMs4;MaMs4;3/8/2024;Mafukuzela;Diceros_bicornis;Experiment;f;Ithala;5;I152-41;41;9851;1;4;Mshanelo;m;Ithala;fm;It_It;Maf_Msha;0;9.91E+13;0;2.72355E+14;1.25724E+14;2.59367E+14;0;0;0;0;7.78352E+14;1.77019E+14;0;0;1.90354E+14;9.00944E+12;0;4.99029E+14;2.42386E+13;0;0;5.94165E+14;9.87926E+14;0;5.68306E+13;1.20278E+13;2.57342E+13;1.85653E+14;0;0;1.6967E+13;3.29167E+14;6.55149E+14;0;0;6.34298E+14;0;2.73349E+14;Mafukuzela
101;MaMs5;MaMs5;4/8/2024;Mafukuzela;Diceros_bicornis;Experiment;f;Ithala;5;I152-42;42;8968;2;5;Mshanelo;m;Ithala;fm;It_It;Maf_Msha;0;6.19816E+14;0;1.76277E+13;9.67865E+14;1.55399E+14;0;0;4.31145E+14;0;7.38296E+14;5.71376E+14;0;0;1.32862E+14;6.00007E+14;0;2.984E+14;1.78695E+14;2.53455E+14;0;4.86647E+14;0;0;4.29259E+14;6.5562E+14;0;9.66643E+14;0;0;0;2.15877E+14;4.40163E+14;0;0;2.29947E+14;0;1.80224E+14;Mafukuzela
102;MaMs6;MaMs6;5/8/2024;Mafukuzela;Diceros_bicornis;Experiment;f;Ithala;5;I152-43;43;1163;3;6;Mshanelo;m;Ithala;fm;It_It;Maf_Msha;0;1.31786E+14;0;1.56118E+13;7.95625E+14;1.12053E+14;0;0;4.78305E+14;0;0;1.18697E+14;0;0;0;5.18146E+14;0;2.34278E+14;3.099E+14;2.73269E+14;0;5.851E+14;0;0;4.04098E+14;2.39E+14;0;1.16016E+14;0;0;0;0;5.26071E+14;0;0;6.18574E+14;0;2.52933E+14;Mafukuzela
103;MaNd13;MaNd13;12/8/2024;Mafukuzela;Diceros_bicornis;Experiment;f;Ithala;5;I152-50;50;9147;1;13;Ndlebe;f;Somkhanda;ff;It_So;Maf_Ndle;0;1.2184E+14;0;1.40559E+14;1.06997E+14;1.21427E+13;0;0;3.08879E+14;0;0;6.97934E+14;0;0;0;5.98651E+14;0;1.61078E+14;2.87141E+14;0;0;3.19552E+14;0;0;0;0;2.11625E+14;2.02385E+14;0;5.46963E+14;1.53606E+14;0;2.80336E+14;0;0;0;0;2.46017E+14;Mafukuzela
104;MaNd14;MaNd14;13/8/2024;Mafukuzela;Diceros_bicornis;Experiment;f;Ithala;5;I152-51;51;11018;2;14;Ndlebe;f;Somkhanda;ff;It_So;Maf_Ndle;0;2.94034E+14;0;3.67615E+13;1.21913E+14;2.74885E+14;0;0;0;0;1.2853E+14;1.05281E+14;0;0;1.01088E+14;7.19728E+14;0;4.3515E+14;4.81571E+14;0;0;0;2.40636E+14;0;4.96558E+14;4.06724E+14;3.22026E+14;2.80464E+14;0;0;0;0;0;1.19617E+14;3.77904E+14;7.73812E+14;0;2.64563E+14;Mafukuzela
105;MaNd15;MaNd15;14/8/2024;Mafukuzela;Diceros_bicornis;Experiment;f;Ithala;5;I152-50;52;8605;3;15;Ndlebe;f;Somkhanda;ff;It_So;Maf_Ndle;0;3.05736E+14;0;3.1137E+14;1.7609E+13;2.60166E+14;0;0;0;0;0;2.05727E+13;0;0;0;1.32618E+14;0;4.17872E+14;5.87172E+14;0;0;1.51764E+14;0;0;8.40935E+14;0;5.95015E+14;3.61997E+14;0;0;3.49354E+13;8.79027E+14;1.41366E+14;0;0;1.18655E+13;0;2.60649E+14;Mafukuzela
106;MaNs1;MaNs1;31/7/2024;Mafukuzela;Diceros_bicornis;Experiment;f;Ithala;5;I152-38;38;8106;1;1;Nsele;m;Ithala;fm;It_It;Maf_Nsel;0;6.61695E+14;0;8.33294E+14;4.4497E+14;7.81744E+14;0;0;2.45402E+14;2.85452E+14;0;8.91745E+13;0;0;0;2.32605E+14;0;1.39519E+14;9.62654E+14;2.44657E+14;0;2.95333E+14;0;0;2.15914E+14;1.46929E+14;0;8.77646E+14;0;0;0;0;4.75825E+14;0;1.867E+14;1.25184E+14;0;2.66598E+14;Mafukuzela
107;MaNs2;MaNs2;1/8/2024;Mafukuzela;Diceros_bicornis;Experiment;f;Ithala;5;I152-39;39;96;2;2;Nsele;m;Ithala;fm;It_It;Maf_Nsel;0;2.9177E+14;0;1.61927E+14;2.9874E+12;1.27495E+14;0;0;0;2.01337E+14;4.77283E+14;6.30924E+14;0;0;0;2.29177E+14;0;5.92777E+13;5.22443E+14;1.55261E+14;0;0;0;0;2.10526E+14;0;1.36978E+14;7.25647E+13;0;0;0;0;3.06707E+14;0;0;1.43641E+13;0;2.49488E+14;Mafukuzela
108;MaNs3;MaNs3;2/8/2024;Mafukuzela;Diceros_bicornis;Experiment;f;Ithala;5;I152-40;40;8629;3;3;Nsele;m;Ithala;fm;It_It;Maf_Nsel;0;1.11875E+13;0;2.35386E+14;7.71958E+14;1.65167E+14;0;0;2.85545E+14;3.72025E+14;6.99081E+14;6.58245E+14;0;0;4.78897E+14;5.90797E+14;0;2.6385E+14;2.07981E+14;3.43298E+14;0;4.88748E+14;6.78062E+14;0;4.58757E+14;2.8584E+14;2.28099E+14;1.41428E+14;0;0;0;2.47701E+14;4.63445E+13;6.57369E+14;2.09643E+13;1.95088E+14;0;2.90112E+14;Mafukuzela
109;MaSo10;MaSo10;9/8/2024;Mafukuzela;Diceros_bicornis;Experiment;f;Ithala;5;I152-47;47;10255;1;10;Somiso;m;Ithala;fm;It_It;Maf_Somi;7.9315E+14;4.03177E+14;3.32506E+13;6.54431E+14;3.40088E+14;4.14814E+14;6.92541E+14;8.17565E+14;0;0;0;1.33916E+14;0;2.33608E+14;3.60008E+14;2.7203E+14;0;5.58543E+14;8.54179E+13;6.3602E+14;0;1.05839E+14;0;0;1.52873E+14;6.05226E+14;7.27151E+14;2.79301E+14;0;0;0;8.47642E+13;8.97197E+14;0;8.6548E+14;6.37654E+14;0;2.85544E+14;Mafukuzela
110;MaSo11;MaSo11;10/8/2024;Mafukuzela;Diceros_bicornis;Experiment;f;Ithala;5;I152-48;48;10706;2;11;Somiso;m;Ithala;fm;It_It;Maf_Somi;2.6873E+14;5.12033E+14;0;5.83855E+14;3.70074E+13;5.86072E+14;2.20283E+14;3.124E+14;1.00369E+14;0;0;1.02745E+14;2.84895E+14;0;0;2.04095E+14;0;6.45475E+14;9.74768E+14;1.26758E+14;0;2.78197E+14;3.59155E+14;0;1.78223E+14;0;0;4.04047E+14;0;0;0;0;3.04024E+14;0;0;5.64461E+14;0;2.838E+14;Mafukuzela
111;MaSo12;MaSo12;11/8/2024;Mafukuzela;Diceros_bicornis;Experiment;f;Ithala;5;I152-49;49;8978;3;12;Somiso;m;Ithala;fm;It_It;Maf_Somi;0;3.37655E+14;0;4.36067E+13;2.76975E+14;3.18006E+14;0;0;0;0;1.95136E+14;1.9469E+14;0;2.19299E+14;0;1.61882E+14;0;4.77136E+14;7.95395E+12;0;0;7.98922E+14;3.33085E+13;1.17064E+14;7.06856E+13;4.02939E+14;5.45504E+14;3.91795E+13;0;0;0;0;6.60214E+14;0;0;1.79159E+14;0;2.71928E+14;Mafukuzela
122;MpFa4;MpFa4;3/8/2024;Mpilo;Diceros_bicornis;Experiment;m;Mpilo;5;M14-39;39;8507;1;4;FatAmy;f;Manyoni;mf;Mp_Ma;Mpi_FatA;0;4.21881E+13;0;5.13541E+14;5.84618E+14;6.37874E+14;0;0;0;0;0;1.60422E+14;0;0;0;4.51508E+14;0;2.1094E+14;1.36892E+14;9.06093E+14;0;3.60863E+14;0;0;2.06307E+14;3.00664E+14;0;6.38196E+14;0;0;1.00965E+14;1.98714E+14;3.2025E+13;0;0;9.51124E+14;0;1.91987E+14;Mpilo
123;MpFa5;MpFa5;4/8/2024;Mpilo;Diceros_bicornis;Experiment;m;Mpilo;5;M14-40;40;8818;2;5;FatAmy;f;Manyoni;mf;Mp_Ma;Mpi_FatA;0;3.73969E+13;0;7.34932E+14;5.97205E+14;5.17464E+14;0;0;0;0;0;2.08089E+14;0;0;0;4.6792E+14;0;2.1595E+14;1.14968E+14;1.11812E+14;0;3.23008E+14;0;0;2.36324E+14;3.54326E+14;0;3.88558E+14;0;0;1.04587E+14;2.01526E+14;2.89884E+14;0;0;1.32387E+14;0;1.69041E+14;Mpilo
124;MpFa6;MpFa6;5/8/2024;Mpilo;Diceros_bicornis;Experiment;m;Mpilo;5;M14-41;41;8364;3;6;FatAmy;f;Manyoni;mf;Mp_Ma;Mpi_FatA;0;3.01012E+13;0;8.17884E+14;4.19397E+14;8.27476E+14;0;0;0;0;0;1.8285E+14;0;0;0;4.09382E+14;0;6.86216E+14;6.52215E+14;1.20962E+14;0;3.4284E+14;0;0;2.06158E+14;0;0;6.41827E+12;0;0;0;0;3.70708E+14;0;0;3.84462E+14;0;2.51506E+14;Mpilo
125;MpJo1;MpJo1;31/7/2024;Mpilo;Diceros_bicornis;Experiment;m;Mpilo;5;M14-36;36;8708;1;1;Joko;f;Ithala;mf;Mp_It;Mpi_Joko;0;0;0;8.95709E+14;5.80472E+14;8.7549E+14;0;0;0;2.19038E+14;0;5.18228E+14;0;0;0;4.9674E+13;0;1.01166E+14;1.70981E+14;0;0;3.81192E+14;0;0;4.36654E+11;0;0;7.96323E+14;0;0;2.30964E+14;3.03889E+14;3.44503E+14;0;0;1.07573E+14;0;2.50213E+14;Mpilo
126;MpJo2;MpJo2;1/8/2024;Mpilo;Diceros_bicornis;Experiment;m;Mpilo;5;M14-37;37;8903;2;2;Joko;f;Ithala;mf;Mp_It;Mpi_Joko;0;4.35369E+14;0;5.47277E+14;4.23199E+14;7.22024E+14;0;0;0;0;0;4.38733E+14;0;0;0;2.5609E+14;0;9.54157E+13;1.13155E+14;0;0;3.12206E+14;0;0;2.97339E+13;0;0;7.21493E+14;0;0;2.85691E+14;0;3.73905E+14;0;0;1.1493E+14;0;2.36973E+14;Mpilo
127;MpJo3;MpJo3;2/8/2024;Mpilo;Diceros_bicornis;Experiment;m;Mpilo;5;M14-38;38;9509;3;3;Joko;f;Ithala;mf;Mp_It;Mpi_Joko;0;0;0;8.98507E+14;6.2583E+14;6.46429E+14;0;0;0;1.61089E+14;0;623441495.9;0;0;0;4.51565E+13;0;2.26342E+14;3.02686E+14;2.07843E+14;0;4.3036E+13;0;0;2.73371E+14;1.8877E+14;0;7.85269E+14;0;0;9.85556E+14;2.51001E+14;3.83534E+14;0;0;9.42282E+14;0;2.40421E+14;Mpilo
128;MpNs10;MpNs10;9/8/2024;Mpilo;Diceros_bicornis;Experiment;m;Mpilo;5;M14-45;45;7598;1;10;Nsele;m;Ithala;mm;Mp_It;Mpi_Nsel;0;6.75609E+14;0;8.25537E+14;4.16494E+13;7.13883E+14;0;0;0;0;0;1.97339E+14;0;0;6.90764E+14;7.71281E+14;0;1.50333E+13;1.64404E+13;4.14732E+14;0;6.39404E+14;3.01587E+14;0;3.56045E+14;0;1.36122E+14;1.97817E+14;0;0;2.01663E+14;5.0684E+14;5.07442E+14;0;0;2.06741E+13;0;2.75061E+14;Mpilo
129;MpNs11;MpNs11;10/8/2024;Mpilo;Diceros_bicornis;Experiment;m;Mpilo;5;M14-46;46;12201;2;11;Nsele;m;Ithala;mm;Mp_It;Mpi_Nsel;0;8.52838E+14;0;6.8935E+14;6.64328E+14;8.34404E+14;0;0;0;0;0;7.78495E+14;0;4.70019E+14;0;3.99108E+14;0;1.55169E+14;3.03696E+13;1.88508E+14;0;9.95264E+12;0;6.65136E+14;4.00673E+14;1.23986E+14;7.86202E+14;2.02507E+14;0;0;1.04547E+14;5.1789E+14;6.0378E+14;0;0;4.987E+14;2.22319E+14;2.79206E+14;Mpilo
130;MpNs12;MpNs12;11/8/2024;Mpilo;Diceros_bicornis;Experiment;m;Mpilo;5;M14-47;47;10525;3;12;Nsele;m;Ithala;mm;Mp_It;Mpi_Nsel;0;1.89629E+14;0;6.67435E+14;1.18619E+14;7.15941E+13;0;0;0;0;0;7.37727E+14;0;0;0;9.21241E+14;1.40398E+14;2.60536E+14;4.06145E+14;2.34866E+14;0;1.34801E+14;5.38659E+14;0;3.69009E+14;2.63E+14;1.0867E+14;1.62274E+14;0;0;1.33081E+14;7.61489E+14;7.60626E+13;0;0;8.87549E+13;3.52532E+14;2.67536E+14;Mpilo
131;MpQa7;MpQa7;6/8/2024;Mpilo;Diceros_bicornis;Experiment;m;Mpilo;5;M14-42;42;10483;1;7;Qaphela;f;Ithala;mf;Mp_It;Mpi_Qaph;0;3.95997E+14;0;8.62776E+14;2.7029E+13;7.63578E+14;0;0;0;0;0;2.44937E+14;0;0;0;2.68065E+14;0;7.96022E+14;1.25834E+14;1.18374E+14;0;3.85754E+13;0;0;2.74994E+13;0;0;5.9078E+14;0;0;0;2.18138E+14;4.91838E+14;0;0;9.59516E+14;0;2.55006E+14;Mpilo
132;MpQa8;MpQa8;7/8/2024;Mpilo;Diceros_bicornis;Experiment;m;Mpilo;5;M14-43;43;10377;2;8;Qaphela;f;Ithala;mf;Mp_It;Mpi_Qaph;0;8.88959E+14;0;8.45964E+14;8.02887E+14;8.59244E+14;0;0;0;0;0;198201344;0;0;0;4.82261E+14;0;9.87768E+14;2.32118E+14;0;0;6.5741E+14;0;0;3.36038E+14;0;1.47813E+14;0;0;0;3.02248E+14;4.5921E+14;4.57562E+14;0;0;0;0;2.34518E+14;Mpilo
133;MpQa9;MpQa9;8/8/2024;Mpilo;Diceros_bicornis;Experiment;m;Mpilo;5;M14-44;44;9028;3;9;Qaphela;f;Ithala;mf;Mp_It;Mpi_Qaph;0;9.05012E+13;0;5.33134E+13;6.41007E+14;4.85804E+14;0;0;0;0;0;2.276E+14;0;1.22541E+14;3.99348E+14;6.59201E+14;0;1.72344E+14;2.64574E+14;1.3151E+14;0;3.32354E+13;2.32117E+14;0;3.97794E+13;1.90689E+14;1.12732E+14;7.39189E+14;0;0;8.44516E+14;3.3002E+14;2.07205E+14;0;0;6.3443E+14;2.112E+14;2.79561E+14;Mpilo
134;MpSo13;MpSo13;12/8/2024;Mpilo;Diceros_bicornis;Experiment;m;Mpilo;5;M14-48;48;9348;1;13;Somiso;m;Ithala;mm;Mp_It;Mpi_Somi;0;4.91597E+14;0;9.86992E+14;5.97413E+14;7.78721E+14;0;0;0;0;0;3.12919E+14;0;8.10975E+14;0;4.17423E+14;0;1.10699E+14;1.67213E+14;0;0;5.23065E+14;2.86986E+14;0;3.55274E+14;1.22948E+14;1.15697E+14;7.65673E+14;0;0;1.0004E+14;3.15438E+14;2.29661E+14;0;0;2.18587E+14;1.38338E+14;2.78992E+14;Mpilo
135;MpSo14;MpSo14;13/8/2024;Mpilo;Diceros_bicornis;Experiment;m;Mpilo;5;M14-49;49;9322;2;14;Somiso;m;Ithala;mm;Mp_It;Mpi_Somi;0;3.42583E+14;0;9.97727E+14;4.2805E+14;6.48826E+14;0;0;0;0;0;3.15376E+14;0;4.06314E+14;0;2.65646E+14;0;7.06951E+14;1.08541E+14;0;0;3.27782E+14;0;0;2.43432E+14;0;1.18754E+14;6.85656E+12;0;0;8.55339E+14;2.86102E+14;2.46393E+14;0;0;0;0;2.62712E+14;Mpilo
136;MpSo15;MpSo15;14/8/2024;Mpilo;Diceros_bicornis;Experiment;m;Mpilo;5;M14-50;50;8655;3;15;Somiso;m;Ithala;mm;Mp_It;Mpi_Somi;0;5.96136E+14;0;2.15432E+14;1.05088E+14;1.57349E+14;0;0;0;0;6.99391E+14;4.37462E+14;0;1.07854E+14;0;7.37005E+14;0;1.06419E+14;1.99933E+14;0;0;9.04026E+14;0;0;3.71323E+14;0;0;7.0571E+14;0;0;1.31151E+13;3.91749E+14;4.59517E+14;0;0;0;0;2.63152E+14;Mpilo
137;MpTh16;MpTh16;15/8/2024;Mpilo;Diceros_bicornis;Experiment;m;Mpilo;5;M14-51;51;904;1;16;TheRock;m;Thanda;mm;Mp_Th;Mpi_TheR;0;9.32195E+14;0;2.37508E+14;1.16756E+14;2.30852E+14;0;0;0;0;1.01942E+13;7.68713E+14;0;1.38483E+14;0;8.89158E+14;0;1.71247E+14;2.08014E+14;0;0;6.38561E+14;0;0;4.41327E+14;0;1.8198E+14;1.02677E+14;0;0;1.66663E+14;3.30068E+14;4.86275E+14;0;0;0;0;2.69928E+14;Mpilo
138;MpTh17;MpTh17;16/8/2024;Mpilo;Diceros_bicornis;Experiment;m;Mpilo;5;M14-52;52;7693;2;17;TheRock;m;Thanda;mm;Mp_Th;Mpi_TheR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6654E+14;0;1.93598E+14;0;0;0;0;3.34088E+14;Mpilo
139;MpTh18;MpTh18;17/8/2024;Mpilo;Diceros_bicornis;Experiment;m;Mpilo;5;M14-53;53;7038;3;18;TheRock;m;Thanda;mm;Mp_Th;Mpi_TheR;0;2.48747E+14;0;2.88247E+14;2.38E+14;2.02923E+14;0;0;0;0;0;1.26328E+14;0;2.11716E+14;0;1.35383E+14;0;3.59556E+14;4.93141E+14;6.1458E+14;0;2.68263E+14;0;0;8.70855E+14;0;4.5654E+14;2.40035E+14;0;0;3.65841E+13;1.4448E+14;1.72286E+14;1.5602E+14;0;0;0;2.76994E+14;Mpilo
150;MsFa1;MsFa1;31/7/2024;Mshanelo;Diceros_bicornis;Experiment;m;Ithala;6;I153-38;38;8608;1;1;FatAmy;f;Manyoni;mf;It_Ma;Msh_FatA;0;6.06301E+14;0;1.25329E+14;7.08942E+14;1.23611E+14;0;0;0;2.58497E+13;0;4.91853E+14;0;5.56773E+14;0;4.43766E+14;0;9.6896E+14;1.11173E+14;0;1.12868E+14;3.71134E+14;0;0;2.16714E+14;0;1.5108E+14;1.03474E+14;0;0;1.40833E+14;0;8.19564E+14;0;1.19257E+14;1.07897E+14;0;2.7984E+14;Mshanelo
