Column1;Row.names;short_id;date2;rhino;species;sample_type;rhino_sex;rhino_origin;rhino_age;sample_id;days_boma;dw;pairing_day;day_exp;dung_rhino;dung_sex;dung_origin;pairing_sex;pairing_origin;pairing_id; 6-Methyl-2-heptanone; Cyclosativene;(-)-?-Citronellene;1,3-Hexadiene, 3-ethyl-2,5-dimethyl-;1,5,9-Decatriene, 2,3,5,8-tetramethyl-;1,6-Octadiene, 5,7-dimethyl-;1,7-Dimethyl-4-(1-methylethyl)cyclodecane;1-Hexadecanol;2,2-Diethylacetamide;2,6-Dimethyldecane-;2- Octene(Z)-;2-Octene, 3,7,-dimethyl-, (Z)-;4-Nonanone, 7-ethyl-;4a,8-Dimethyl-2-(prop-1-en-2-yl)-1,2,3,4,4a,5,6,7-octahydronaphtalane;5-Hepten-2-one, 6-methyl-;9,12-Tetradecadien-1-ol, (Z,E)-;Aromandendrene;Caryophyllene;Copaene;Decane;Decane, 2,6,6-trimethyl-;Dodecane;Ethane, 1,1-diethoxy-;Ethylbenzene;Farnesan;Humulene;Isobutyl isothiocyanate;Mesitylene;Nonadecane;Octadecane;Tetradecane;Tridecane;Undecane;cis-Verbenyl acetate ;n-Hexadecanoic acid;p-Menthen-2-ol;?-Muurolene;shannon_diversity;rhino_ordered
11;BiJo10;BiJo10;9/8/2024;Billie;Diceros_bicornis;Experiment;f;Thanda;4;A240-38;38;9213;1;10;Joko;f;Ithala;ff;Th_It;Bil_Joko;0;2.27079E+14;0;2.14346E+14;3.23558E+14;0;0;0;0;0;0;9.9227E+14;1.92053E+14;9.73897E+14;0;1.51806E+14;1.53985E+14;4.72335E+14;5.3326E+14;0;0;8.28887E+14;0;0;0;4.19568E+14;4.00278E+14;8.48412E+14;0;0;1.61624E+14;5.0874E+14;4.17801E+14;0;0;7.96978E+13;2.31026E+14;2.32812E+14;Billie
12;BiJo11;BiJo11;10/8/2024;Billie;Diceros_bicornis;Experiment;f;Thanda;4;A240-39;39;10735;2;11;Joko;f;Ithala;ff;Th_It;Bil_Joko;0;4.04498E+14;0;1.6261E+14;1.71915E+14;0;0;0;0;0;0;7.93416E+14;2.05569E+14;0;0;9.59841E+14;0;1.16676E+14;1.48531E+13;7.54146E+14;0;2.73181E+14;1.27661E+14;3.45349E+14;1.15516E+14;9.89061E+14;7.63769E+14;8.01846E+13;7.93438E+14;0;1.05151E+14;2.12771E+14;2.51508E+14;0;0;6.31451E+14;0;2.63516E+14;Billie
13;BiJo12;BiJo12;11/8/2024;Billie;Diceros_bicornis;Experiment;f;Thanda;4;A240-40;40;9749;3;12;Joko;f;Ithala;ff;Th_It;Bil_Joko;0;7.95618E+14;1.07199E+14;1.05894E+14;2.12471E+13;0;0;0;0;0;0;9.01466E+14;1.95085E+14;0;0;1.16716E+14;0;1.68664E+14;1.8745E+14;0;0;3.54903E+14;0;0;0;1.68041E+14;1.01478E+14;1.22034E+14;9.12667E+14;0;1.32514E+14;2.945E+14;5.23947E+14;0;0;4.65468E+13;2.0179E+14;2.56083E+14;Billie
14;BiMa16;BiMa16;15/8/2024;Billie;Diceros_bicornis;Experiment;f;Thanda;4;A240-44;44;9229;1;16;Mafukuzela;f;Ithala;ff;Th_It;Bil_Mafu;0;8.52868E+14;0;1.64562E+14;2.43543E+14;1.89086E+14;0;0;1.00589E+14;0;0;7.99318E+14;2.32623E+14;8.19657E+13;0;2.37945E+14;5.69397E+14;1.25375E+14;2.07726E+14;9.79766E+14;0;3.60627E+14;1.27022E+14;0;7.54931E+14;1.1854E+14;0;5.5907E+14;1.41136E+14;0;7.81366E+14;1.752E+14;2.31725E+14;0;9.93912E+14;1.77464E+14;1.18495E+14;2.74598E+14;Billie
15;BiMa17;BiMa17;16/8/2024;Billie;Diceros_bicornis;Experiment;f;Thanda;4;A240-45;45;799;2;17;Mafukuzela;f;Ithala;ff;Th_It;Bil_Mafu;0;1.03713E+14;113989291;1.5702E+14;2.9475E+14;0;0;0;0;0;0;7.15948E+14;4.33919E+14;9.74403E+14;0;1.73647E+14;0;1.53488E+14;2.17913E+14;1.16874E+14;0;8.2327E+14;0;0;0;1.52291E+14;0;3.0997E+14;0;0;1.55131E+14;4.1594E+13;3.8432E+14;0;2.71586E+14;0;1.71648E+14;2.54124E+14;Billie
16;BiMa18;BiMa18;17/8/2024;Billie;Diceros_bicornis;Experiment;f;Thanda;4;A240-46;46;8673;3;18;Mafukuzela;f;Ithala;ff;Th_It;Bil_Mafu;0;1.22948E+14;0;3.06124E+14;3.26379E+14;3.48529E+14;0;0;0;3.72121E+14;2.51592E+14;1.06653E+14;3.74429E+14;1.12785E+14;0;1.9298E+13;8.18153E+14;2.12805E+14;2.56398E+14;1.40388E+14;2.06005E+14;7.08957E+14;0;2.20859E+14;8.92142E+14;2.1435E+14;8.63015E+14;7.46184E+13;0;0;1.43599E+14;3.33856E+14;4.06671E+14;0;2.26253E+14;2.96377E+14;2.11345E+14;2.85988E+14;Billie
17;BiMs7;BiMs7;6/8/2024;Billie;Diceros_bicornis;Experiment;f;Thanda;4;A240-35;35;8698;1;7;Mshanelo;m;Ithala;fm;Th_It;Bil_Msha;0;1.66074E+14;7.668E+14;1.5886E+14;1.39769E+14;0;0;0;0;0;0;3.6071E+14;1.25935E+13;0;0;1.20925E+14;0;4.08297E+14;5.39645E+14;1.31752E+14;0;1.97004E+14;5.42745E+14;0;1.13878E+14;0;4.7652E+14;3.082E+14;0;1.15026E+14;9.3643E+14;1.58314E+14;1.86187E+14;0;1.03666E+13;3.39904E+14;0;2.80077E+14;Billie
18;BiMs8;BiMs8;7/8/2024;Billie;Diceros_bicornis;Experiment;f;Thanda;4;A240-36;36;1197;2;8;Mshanelo;m;Ithala;fm;Th_It;Bil_Msha;0;5.28191E+14;1.7706E+14;2.29831E+14;1.49064E+14;3.11168E+14;0;0;0;0;0;2.84487E+14;1.04697E+14;0;0;8.01601E+14;0;6.72994E+14;1.45748E+14;0;0;1.75802E+14;0;0;0;5.11439E+14;1.52046E+14;1.89839E+14;0;0;7.28482E+14;1.17509E+14;1.49578E+13;0;0;0;0;2.37507E+13;Billie
19;BiMs9;BiMs9;8/8/2024;Billie;Diceros_bicornis;Experiment;f;Thanda;4;A240-37;37;10083;3;9;Mshanelo;m;Ithala;fm;Th_It;Bil_Msha;0;1.27022E+14;1.90922E+14;1.39342E+14;1.99441E+14;1.65658E+14;0;0;0;0;0;8.42015E+14;1.96055E+14;5.72317E+14;0;6.70708E+14;0;2.4574E+14;2.61075E+14;0;0;4.4311E+14;3.74377E+14;0;0;2.12861E+14;1.23789E+14;3.77443E+14;0;0;1.06066E+14;3.02072E+14;2.73173E+14;0;0;3.93707E+14;1.19316E+14;2.51835E+14;Billie
20;BiNd1;BiNd1;31/7/2024;Billie;Diceros_bicornis;Experiment;f;Thanda;4;A240-29;29;9402;1;1;Ndlebe;f;Somkhanda;ff;Th_So;Bil_Ndle;0;9.96013E+14;0;4.66471E+14;2.1075E+14;0;0;0;0;1.02622E+14;0;3.29896E+14;0;0;0;5.28953E+14;1.03688E+14;2.12882E+14;1.65362E+14;8.09995E+14;0;1.79965E+14;1.29359E+14;0;0;2.3376E+13;5.3154E+14;3.5908E+14;0;0;8.77862E+13;1.44217E+14;2.12523E+14;0;0;3.98859E+14;1.55066E+14;2.41815E+14;Billie
21;BiNd2;BiNd2;1/8/2024;Billie;Diceros_bicornis;Experiment;f;Thanda;4;A240-30;30;8845;2;2;Ndlebe;f;Somkhanda;ff;Th_So;Bil_Ndle;0;7.68567E+14;0;6.92221E+14;2.36428E+14;0;0;0;0;0;0;3.71327E+14;0;0;0;6.29127E+14;8.35195E+11;2.01999E+14;1.37085E+14;8.81707E+12;0;2.19322E+14;0;0;0;2.16457E+14;7.46693E+14;4.43531E+13;0;0;1.15328E+14;1.27873E+14;1.65638E+14;0;0;4.01339E+14;0;2.36119E+14;Billie
22;BiNd3;BiNd3;2/8/2024;Billie;Diceros_bicornis;Experiment;f;Thanda;4;A240-31;31;10728;3;3;Ndlebe;f;Somkhanda;ff;Th_So;Bil_Ndle;0;6.54416E+14;0;1.27647E+14;1.0079E+14;0;0;0;0;0;0;3.01828E+14;0;0;0;7.73089E+14;0;1.61051E+14;1.25703E+14;8.81714E+14;0;4.1654E+14;0;0;0;1.45338E+14;7.57377E+14;3.76058E+14;0;0;8.64449E+14;2.26692E+14;2.61124E+13;0;0;3.58952E+11;0;2.41094E+14;Billie
23;BiNs13;BiNs13;12/8/2024;Billie;Diceros_bicornis;Experiment;f;Thanda;4;A240-41;41;9885;1;13;Nsele;m;Ithala;fm;Th_It;Bil_Nsel;0;7.95519E+14;0;1.32003E+14;2.30324E+14;0;0;0;0;0;0;6.59684E+14;2.04828E+14;5.32671E+14;0;1.31949E+14;0;1.6988E+14;2.19889E+14;0;0;2.8015E+14;0;0;0;1.46616E+14;6.35198E+14;5.74528E+14;0;0;9.57342E+14;2.54744E+14;1.91113E+14;0;0;0;1.21447E+14;2.43727E+13;Billie
24;BiNs14;BiNs14;13/8/2024;Billie;Diceros_bicornis;Experiment;f;Thanda;4;A240-42;42;10501;2;14;Nsele;m;Ithala;fm;Th_It;Bil_Nsel;0;9.19949E+14;0;1.69758E+14;1.93324E+14;2.14026E+14;0;0;0;0;0;6.06914E+14;1.74948E+14;4.54788E+14;0;7.07862E+14;0;1.35092E+14;2.07115E+14;0;0;3.11173E+13;0;0;0;1.13288E+14;1.55597E+14;6.15237E+14;0;0;1.16101E+14;2.10677E+14;2.14919E+14;0;1.17171E+14;2.27383E+14;1.1301E+14;2.55183E+14;Billie
25;BiSo4;BiSo4;3/8/2024;Billie;Diceros_bicornis;Experiment;f;Thanda;4;A240-32;32;9347;1;4;Somiso;m;Ithala;fm;Th_It;Bil_Somi;0;7.03327E+14;0;2.45924E+13;2.27375E+14;2.42682E+14;0;0;0;0;0;3.83987E+13;0;0;0;1.33362E+14;0;2.37487E+13;2.29354E+14;0;0;3.55127E+13;0;0;0;2.61455E+14;0;6.24975E+14;0;0;1.4509E+14;2.10443E+14;3.34166E+13;0;0;1.38553E+14;0;2.29955E+14;Billie
26;BiSo5;BiSo5;4/8/2024;Billie;Diceros_bicornis;Experiment;f;Thanda;4;A240-33;33;9863;2;5;Somiso;m;Ithala;fm;Th_It;Bil_Somi;0;2.17805E+14;0;4.78931E+14;2.05463E+14;0;0;0;0;7.33694E+14;0;2.00063E+13;0;0;0;6.11539E+14;0;8.54804E+14;6.96888E+13;6.0809E+14;3.60811E+14;1.70867E+14;0;0;0;2.36153E+14;0;2.56929E+14;0;0;0;9.54288E+14;1.20836E+14;0;0;2.00464E+14;0;2.17343E+14;Billie
27;BiSo6;BiSo6;5/8/2024;Billie;Diceros_bicornis;Experiment;f;Thanda;4;A240-34;34;854;3;6;Somiso;m;Ithala;fm;Th_It;Bil_Somi;0;4.13333E+14;0;3.68961E+14;3.80882E+14;5.52932E+14;0;0;0;0;0;2.00177E+14;0;0;0;2.724E+14;0;9.54237E+14;1.45685E+14;9.07092E+14;0;4.41641E+14;0;0;1.66797E+14;8.2884E+14;8.99312E+14;5.11768E+14;0;0;1.48772E+14;2.8333E+14;2.55582E+14;0;0;5.15099E+14;0;2.61723E+14;Billie
38;FaBi10;FaBi10;9/8/2024;FatAmy;Diceros_bicornis;Experiment;f;Manyoni;5;A250-38;38;10516;1;10;Billie;f;Thanda;ff;Ma_Th;Fat_Bill;1.55525E+14;8.22885E+14;0;4.76336E+14;5.46358E+14;5.95144E+14;1.20636E+14;1.499E+14;0;0;0;4.07377E+13;0;6.62705E+14;4.35611E+14;6.31669E+14;0;1.87287E+14;1.73613E+14;1.92168E+14;0;7.17791E+14;3.84652E+14;0;2.39485E+14;2.13776E+14;9.53284E+14;6.57703E+14;0;1.71985E+14;1.49814E+14;4.4246E+14;3.66994E+14;4.97512E+14;0;8.93434E+14;1.72234E+14;2.86267E+14;FatAmy
39;FaBi11;FaBi11;10/8/2024;FatAmy;Diceros_bicornis;Experiment;f;Manyoni;5;A250-39;39;9964;2;11;Billie;f;Thanda;ff;Ma_Th;Fat_Bill;5.68826E+14;1.32838E+14;0;1.10746E+14;1.27986E+14;0;4.69237E+14;6.02051E+14;1.6312E+14;0;0;2.58636E+14;6.1099E+14;1.62939E+14;0;9.28825E+14;0;2.28067E+14;2.92678E+14;2.98779E+14;0;1.0716E+14;0;1.7861E+14;4.34343E+14;0;0;6.7601E+14;0;0;3.01202E+14;8.60873E+14;9.16357E+14;0;0;1.70294E+14;0;2.80634E+14;FatAmy
40;FaBi12;FaBi12;11/8/2024;FatAmy;Diceros_bicornis;Experiment;f;Manyoni;5;A250-40;40;10594;3;12;Billie;f;Thanda;ff;Ma_Th;Fat_Bill;6.75519E+12;3.06831E+14;0;1.30441E+14;2.04626E+14;1.91477E+14;4.85248E+14;8.35444E+14;0;7.3309E+14;0;8.93847E+14;7.77832E+14;2.34103E+14;8.80911E+14;1.1269E+13;0;9.31464E+14;9.10116E+14;4.36614E+14;4.20915E+14;1.52719E+14;0;0;4.81064E+14;8.84753E+14;6.19644E+14;2.69421E+14;0;0;3.60735E+14;1.00571E+14;8.16492E+14;1.71831E+14;0;3.06355E+14;6.38807E+14;2.88345E+14;FatAmy
41;FaMa4;FaMa4;3/8/2024;FatAmy;Diceros_bicornis;Experiment;f;Manyoni;5;A250-32;32;8191;1;4;Mafukuzela;f;Ithala;ff;Ma_It;Fat_Mafu;0;4.36714E+14;0;8.99057E+14;1.08877E+14;1.1122E+14;0;0;0;0;0;6.16809E+14;0;0;1.9981E+14;9.86311E+14;0;9.09478E+14;1.25201E+14;4.74347E+14;0;1.18453E+14;0;0;3.77372E+13;0;0;1.61912E+14;0;0;2.79126E+14;6.01972E+14;9.80405E+14;1.01764E+14;0;2.53531E+14;0;2.71346E+14;FatAmy
42;FaMa5;FaMa5;4/8/2024;FatAmy;Diceros_bicornis;Experiment;f;Manyoni;5;A250-33;33;9346;2;5;Mafukuzela;f;Ithala;ff;Ma_It;Fat_Mafu;0;3.70833E+14;0;5.13723E+14;9.94087E+14;8.2998E+14;0;0;0;0;0;9.55279E+14;0;0;0;6.07464E+13;0;3.32135E+14;7.84678E+14;2.3563E+14;0;6.62562E+14;6.35053E+14;0;2.81608E+13;9.10841E+13;0;8.89433E+14;0;0;2.13135E+14;3.5488E+14;5.74879E+14;2.81539E+13;0;2.48607E+14;0;1.88055E+14;FatAmy
43;FaMa6;FaMa6;5/8/2024;FatAmy;Diceros_bicornis;Experiment;f;Manyoni;5;A250-34;34;881;3;6;Mafukuzela;f;Ithala;ff;Ma_It;Fat_Mafu;0;7.33127E+14;0;8.05204E+14;8.01575E+14;9.06859E+14;0;0;0;0;0;6.37766E+14;0;0;0;7.34067E+13;0;1.63224E+14;2.04874E+14;2.70948E+14;0;5.29514E+14;0;0;3.70718E+14;0;1.50332E+14;1.37908E+14;0;0;1.92407E+14;3.22938E+14;7.29616E+14;0;0;2.63289E+14;0;2.65718E+14;FatAmy
44;FaMp1;FaMp1;31/7/2024;FatAmy;Diceros_bicornis;Experiment;f;Manyoni;5;A250-29;29;8668;1;1;Mpilo;m;Mpilo;fm;Ma_Mp;Fat_Mpil;4.41261E+14;1.30481E+14;0;1.30686E+14;7.23435E+14;1.03349E+14;5.09297E+14;6.64696E+14;1.81517E+14;4.55674E+14;0;1.44075E+14;7.61159E+14;1.03506E+14;5.39265E+14;5.42198E+13;0;1.67799E+14;2.30543E+13;3.07827E+14;5.8792E+14;3.82857E+14;3.11937E+14;0;2.58383E+14;1.66404E+14;0;1.36752E+14;0;0;1.63095E+14;2.85313E+14;2.58434E+14;4.73819E+14;0;2.36012E+14;0;3.10196E+13;FatAmy
45;FaMp2;FaMp2;1/8/2024;FatAmy;Diceros_bicornis;Experiment;f;Manyoni;5;A250-30;30;9002;2;2;Mpilo;m;Mpilo;fm;Ma_Mp;Fat_Mpil;0;1.10471E+14;0;1.16836E+14;4.90442E+14;0;0;0;0;4.34954E+14;0;1.54694E+14;0;0;0;4.58726E+14;0;7.45662E+14;1.3278E+14;2.86164E+14;0;8.07978E+14;9.91078E+14;0;0;0;0;1.98768E+14;0;0;2.48662E+12;3.92311E+14;8.466E+14;0;0;2.28599E+14;0;2.2313E+14;FatAmy
46;FaMp3;FaMp3;2/8/2024;FatAmy;Diceros_bicornis;Experiment;f;Manyoni;5;A250-31;31;9948;3;3;Mpilo;m;Mpilo;fm;Ma_Mp;Fat_Mpil;0;8.73983E+14;0;1.93555E+13;1.41767E+14;1.84092E+14;0;0;0;0;0;7.70544E+14;0;0;1.41223E+14;1.01504E+14;0;2.01194E+14;2.5616E+14;3.78744E+13;0;1.07374E+14;0;0;5.87458E+13;0;0;2.01107E+14;0;0;2.24107E+14;5.32254E+14;8.85752E+14;4.03147E+14;0;2.02459E+14;0;2.73438E+14;FatAmy
47;FaNs7;FaNs7;6/8/2024;FatAmy;Diceros_bicornis;Experiment;f;Manyoni;5;A250-35;35;9656;1;7;Nsele;m;Ithala;fm;Ma_It;Fat_Nsel;0;6.65001E+14;0;9.00594E+14;9.32869E+14;1.10036E+14;0;0;6.09236E+14;0;0;5.14659E+14;0;0;0;9.53498E+13;0;1.69934E+14;2.69335E+14;4.20092E+14;0;6.74153E+14;0;0;3.62431E+14;0;1.42439E+14;1.34011E+14;0;0;2.16911E+14;4.90751E+14;5.84585E+14;0;0;1.82058E+14;0;2.69615E+14;FatAmy
48;FaNs8;FaNs8;7/8/2024;FatAmy;Diceros_bicornis;Experiment;f;Manyoni;5;A250-36;36;967;2;8;Nsele;m;Ithala;fm;Ma_It;Fat_Nsel;0;5.53631E+14;0;3.26495E+14;3.37062E+14;3.85328E+14;6.22659E+14;0;0;1.17974E+14;0;2.09556E+14;0;0;2.78206E+14;2.34614E+12;0;7.07002E+14;1.15963E+14;1.36506E+14;0;3.17844E+14;0;0;1.10404E+14;7.13852E+13;1.47197E+14;4.70059E+14;0;0;1.0798E+14;1.98101E+14;2.29652E+14;5.48761E+14;0;7.96029E+14;0;2.78138E+14;FatAmy
49;FaNs9;FaNs9;8/8/2024;FatAmy;Diceros_bicornis;Experiment;f;Manyoni;5;A250-37;37;9249;3;9;Nsele;m;Ithala;fm;Ma_It;Fat_Nsel;0;9.66072E+14;0;4.88956E+14;6.93547E+14;5.08973E+13;1.34255E+14;1.51449E+14;4.80762E+14;0;0;2.24195E+14;0;6.74231E+14;6.14497E+13;5.51997E+14;0;1.65787E+13;2.27483E+14;1.78175E+14;0;3.03649E+14;0;0;2.24994E+14;1.63118E+14;1.15555E+13;5.26001E+14;0;0;1.49547E+14;3.47754E+14;2.89749E+13;4.86251E+14;1.67619E+14;1.92497E+14;0;2.89805E+14;FatAmy
50;FaQa13;FaQa13;12/8/2024;FatAmy;Diceros_bicornis;Experiment;f;Manyoni;5;A250-41;41;8692;1;13;Qaphela;f;Ithala;ff;Ma_It;Fat_Qaph;7.93179E+14;1.62709E+14;0;1.84764E+14;1.90878E+14;1.58647E+14;9.1087E+14;1.13715E+14;1.81699E+13;0;0;3.16852E+14;1.37812E+14;1.66343E+14;1.06729E+14;1.60982E+14;0;4.42805E+14;5.63304E+14;3.86234E+14;0;1.29854E+14;0;0;5.05796E+12;3.97818E+14;0;2.77057E+14;0;0;3.62874E+14;8.06677E+14;5.00593E+14;0;0;5.75173E+14;0;2.89322E+14;FatAmy
51;FaQa14;FaQa14;13/8/2024;FatAmy;Diceros_bicornis;Experiment;f;Manyoni;5;A250-42;42;8412;2;14;Qaphela;f;Ithala;ff;Ma_It;Fat_Qaph;0;9.91423E+13;0;1.73941E+14;1.53012E+14;1.12742E+14;0;0;0;0;0;7.51619E+14;0;1.38942E+14;0;1.20632E+14;0;2.44397E+14;3.69728E+14;0;0;1.80524E+14;0;0;0;0;6.13269E+14;1.95138E+14;0;0;3.68793E+14;8.88465E+14;1.01444E+13;1.18153E+14;2.78618E+14;0;0;2.60248E+14;FatAmy
52;FaQa15;FaQa15;14/8/2024;FatAmy;Diceros_bicornis;Experiment;f;Manyoni;5;A250-43;43;8402;3;15;Qaphela;f;Ithala;ff;Ma_It;Fat_Qaph;0;2.38427E+14;0;1.28237E+14;1.3632E+14;1.08154E+14;0;0;0;0;0;9.01469E+13;0;0;1.03927E+14;8.62826E+14;0;4.27058E+14;5.44543E+14;0;0;2.78008E+14;1.56932E+14;0;6.60384E+14;3.76859E+14;8.29161E+14;2.16702E+14;0;0;3.14022E+14;1.4611E+13;1.48192E+14;1.9802E+14;9.14318E+14;0;5.11001E+14;2.73878E+14;FatAmy
53;FaSo16;FaSo16;15/8/2024;FatAmy;Diceros_bicornis;Experiment;f;Manyoni;5;A250-44;44;8976;1;16;Somiso;m;Ithala;fm;Ma_It;Fat_Somi;3.54066E+14;2.08842E+14;0;1.11111E+13;1.18111E+14;9.2246E+14;1.58834E+14;0;4.44383E+14;0;0;7.49237E+14;0;2.36086E+14;0;8.55625E+14;0;3.67689E+14;3.28558E+14;3.04523E+14;0;2.16163E+14;0;0;6.73305E+14;3.44429E+14;1.8892E+14;1.48948E+14;2.97553E+14;0;1.96017E+14;8.31959E+14;1.59544E+14;1.5941E+14;0;0;2.9096E+14;2.91446E+14;FatAmy
54;FaSo17;FaSo17;16/8/2024;FatAmy;Diceros_bicornis;Experiment;f;Manyoni;5;A250-45;45;7637;2;17;Somiso;m;Ithala;fm;Ma_It;Fat_Somi;6.20289E+14;5.24641E+14;0;2.39641E+14;2.30201E+14;2.48781E+14;4.87513E+14;7.02535E+14;1.83368E+14;0;0;2.87875E+14;6.56561E+14;3.11419E+14;1.17981E+14;1.61431E+13;0;6.0644E+14;1.10943E+14;8.44981E+14;0;3.0262E+14;0;0;1.01572E+14;5.19212E+14;3.57457E+14;2.6656E+14;7.84943E+14;0;4.64045E+14;1.40686E+14;1.91434E+14;3.11956E+14;4.84837E+13;1.46476E+14;8.05565E+14;3.03841E+12;FatAmy
55;FaSo18;FaSo18;17/8/2024;FatAmy;Diceros_bicornis;Experiment;f;Manyoni;5;A250-46;46;8775;3;18;Somiso;m;Ithala;fm;Ma_It;Fat_Somi;8.80516E+14;3.81186E+14;1.15384E+14;4.51838E+13;3.80685E+14;3.34908E+14;9.62245E+14;1.42664E+14;3.70901E+14;0;0;3.74569E+14;1.43142E+12;2.12685E+14;1.89342E+14;2.93888E+14;0;3.44972E+14;7.98909E+14;1.11297E+14;0;4.14305E+14;0;0;1.05302E+14;3.13194E+14;4.12618E+14;3.28722E+14;0;0;4.73652E+13;1.76911E+14;3.06085E+14;4.57773E+14;7.95719E+14;5.21039E+14;6.89793E+14;3.15723E+14;FatAmy
66;JoFa10;JoFa10;9/8/2024;Joko;Diceros_bicornis;Experiment;f;Ithala;5;I161-45;45;9515;1;10;FatAmy;f;Manyoni;ff;It_Ma;Jok_FatA;0;6.73734E+14;0;1.39401E+14;6.57459E+14;1.32858E+14;0;0;0;0;6.80656E+14;2.41274E+14;0;0;9.96401E+14;5.11048E+14;0;9.0789E+14;1.16881E+14;0;0;2.43871E+12;0;0;2.92554E+14;0;2.19496E+14;6.13714E+14;0;0;0;2.03385E+14;2.00303E+14;1.7163E+14;1.7574E+14;7.7107E+14;0;2.71023E+14;Joko
67;JoFa11;JoFa11;10/8/2024;Joko;Diceros_bicornis;Experiment;f;Ithala;5;I161-46;46;10287;2;11;FatAmy;f;Manyoni;ff;It_Ma;Jok_FatA;0;4.99252E+14;0;2.37319E+14;9.78501E+14;2.03599E+14;0;0;0;0;0;1.58862E+14;0;0;0;8.72716E+14;0;8.54249E+14;8.06903E+14;2.64355E+14;0;4.7116E+14;5.79823E+14;8.88912E+13;2.43939E+14;0;1.24797E+14;4.05839E+14;0;0;4.88007E+14;1.94675E+14;4.52653E+14;1.17712E+14;0;8.76876E+13;0;2.70923E+14;Joko
68;JoFa12;JoFa12;11/8/2024;Joko;Diceros_bicornis;Experiment;f;Ithala;5;I161-47;47;10503;3;12;FatAmy;f;Manyoni;ff;It_Ma;Jok_FatA;0;5.24748E+14;0;1.24013E+14;1.17953E+14;1.36749E+14;0;0;0;9.14342E+14;0;7.57552E+14;0;0;0;9.20552E+14;0;5.39022E+14;9.94061E+14;4.09137E+13;5.07373E+14;6.30606E+14;4.94551E+14;0;3.52136E+14;0;0;1.79917E+14;0;0;7.28327E+14;2.55754E+13;5.89808E+14;1.03914E+14;0;5.14851E+14;0;2.57858E+14;Joko
69;JoMa1;JoMa1;31/7/2024;Joko;Diceros_bicornis;Experiment;f;Ithala;5;I161-36;36;992;1;1;Mafukuzela;f;Ithala;ff;It_It;Jok_Mafu;0;5.38247E+14;0;5.92209E+14;4.34966E+14;1.06964E+12;0;0;0;5.89708E+14;9.09952E+14;5.8357E+14;0;0;0;3.01356E+14;0;6.26298E+14;8.72387E+14;3.01244E+14;2.20017E+14;4.15249E+14;4.14842E+14;0;2.35143E+14;0;1.05397E+14;8.87558E+14;0;0;0;0;4.35317E+14;1.16418E+14;0;3.10229E+14;0;2.74771E+14;Joko
70;JoMa2;JoMa2;1/8/2024;Joko;Diceros_bicornis;Experiment;f;Ithala;5;I161-37;37;10387;2;2;Mafukuzela;f;Ithala;ff;It_It;Jok_Mafu;0;5.95823E+14;0;1.63386E+14;6.94483E+14;1.66131E+14;0;0;0;2.3153E+14;0;4.39354E+14;0;0;0;5.83646E+14;0;1.07969E+14;1.52583E+13;0;0;3.92601E+14;0;0;2.0923E+14;0;0;9.57072E+14;0;0;0;1.73697E+14;4.67358E+14;2.35296E+14;0;1.41611E+14;0;2.53594E+14;Joko
71;JoMa3;JoMa3;2/8/2024;Joko;Diceros_bicornis;Experiment;f;Ithala;5;I161-38;38;8413;3;3;Mafukuzela;f;Ithala;ff;It_It;Jok_Mafu;0;5.5438E+14;0;6.22459E+14;4.09829E+13;4.53217E+14;0;0;0;0;0;4.05552E+14;0;0;0;2.92309E+14;0;8.36268E+14;1.76535E+14;2.23909E+14;0;4.16774E+13;0;0;1.87957E+14;0;0;1.00466E+14;0;0;0;2.00152E+14;3.24439E+13;8.65865E+14;0;8.50162E+14;0;2.57966E+14;Joko
72;JoMp7;JoMp7;6/8/2024;Joko;Diceros_bicornis;Experiment;f;Ithala;5;I161-42;42;8296;1;7;Mpilo;m;Mpilo;fm;It_Mp;Jok_Mpil;0;4.75031E+13;0;1.12039E+14;6.10635E+13;6.73463E+14;0;0;0;0;0;2.9462E+13;0;0;0;5.25725E+14;0;9.25524E+14;1.91388E+13;1.47059E+14;0;1.81518E+14;8.7745E+14;0;2.58734E+14;0;1.49048E+14;6.07783E+14;0;0;0;0;2.70865E+14;2.11245E+14;0;9.00822E+14;0;2.59073E+14;Joko
73;JoMp8;JoMp8;7/8/2024;Joko;Diceros_bicornis;Experiment;f;Ithala;5;I161-43;43;9043;2;8;Mpilo;m;Mpilo;fm;It_Mp;Jok_Mpil;0;3.43123E+14;0;7.32696E+14;3.92496E+14;9.22578E+14;0;0;0;0;0;6.23887E+14;0;0;0;3.28144E+14;0;3.16838E+14;5.83983E+14;1.1127E+14;0;2.95329E+13;0;0;0;0;1.61494E+14;8.78822E+14;0;0;0;0;3.79326E+14;1.14507E+14;0;1.40065E+14;0;2.5575E+14;Joko
74;JoMp9;JoMp9;8/8/2024;Joko;Diceros_bicornis;Experiment;f;Ithala;5;I161-44;44;9612;3;9;Mpilo;m;Mpilo;fm;It_Mp;Jok_Mpil;0;3.4608E+14;0;1.41246E+14;5.00614E+14;1.06801E+14;0;0;0;1.27468E+14;0;0;0;0;0;4.2272E+14;0;7.869E+14;1.10887E+14;1.7839E+14;0;2.68325E+13;0;0;2.07417E+14;0;1.34631E+14;6.78489E+14;0;0;3.47884E+14;0;2.97198E+14;6.95585E+14;1.09982E+14;8.27764E+14;0;2.66062E+14;Joko
